anchor_cat,positive_cat,negative_cat
n03218198,n02487347,n04033995
n02488291,n01695060,n04141327
n03272010,n01739381,n02114855
n01775062,n03594945,n09332890
n01797886,n02117135,n02437312
n02814533,n07697313,n12985857
n02012849,n02860847,n03017168
n02165105,n02487347,n03584254
n04125021,n03095699,n02113978
n03710637,n03633091,n04239074
n03649909,n04023962,n01675722
n04090263,n02790996,n01631663
n03649909,n01669191,n03297495
n03876231,n07565083,n04435653
n02927161,n04311004,n02708093
n02112706,n02364673,n01843383
n02088238,n03841143,n03014705
n04133789,n01860187,n06794110
n13040303,n03394916,n04263257
n03935335,n02107142,n02236044
n04590129,n02102973,n04367480
n02099267,n02692877,n03216828
n04344873,n03255030,n01558993
n03126707,n07714990,n13040303
n03743016,n03594734,n03584829
n03146219,n02877765,n02095314
n07717410,n02268853,n03447447
n07590611,n02090379,n04486054
n03042490,n11939491,n02091635
n02437312,n03666591,n04443257
n03958227,n04023962,n02097209
n02085936,n01945685,n02027492
n02110341,n04548362,n12144580
n04579145,n03085013,n09229709
n02098413,n03935335,n12144580
n04371774,n02981792,n15075141
n07716358,n07860988,n02747177
n02105162,n07711569,n02747177
n04049303,n10148035,n03868242
n04487394,n04229816,n03764736
n02727426,n01914609,n03481172
n01984695,n03868863,n04604644
n01806143,n02128925,n01601694
n04118776,n02860847,n04606251
n01773157,n13052670,n04033995
n03018349,n02226429,n02281406
n02119022,n01697457,n04204238
n02804610,n02102973,n02917067
n02108422,n02101006,n02814533
n02112018,n03759954,n04404412
n03935335,n02107142,n02114367
n03461385,n01697457,n03662601
n01873310,n03379051,n03445777
n04482393,n02500267,n02027492
n02105412,n03908714,n03954731
n04317175,n03404251,n02799071
n02088364,n03935335,n04041544
n02108915,n01729977,n02814533
n07831146,n04346328,n07753275
n03743016,n04487394,n03584829
n03786901,n03982430,n04429376
n01877812,n02487347,n03485794
n04442312,n01774750,n02486261
n04532106,n02412080,n03697007
n04229816,n03627232,n03942813
n07583066,n01729977,n09332890
n02102040,n02112137,n03223299
n03841143,n01784675,n03877472
n02321529,n04350905,n02794156
n04192698,n07697537,n03733805
n01943899,n04026417,n04380533
n01806567,n02509815,n03661043
n02134418,n03884397,n02980441
n02457408,n03530642,n02823750
n02086079,n01729322,n03777568
n03127747,n02966193,n04486054
n03775071,n01985128,n03788195
n02966687,n04286575,n02259212
n04252225,n01773797,n02443114
n03956157,n04590129,n01558993
n01667114,n03724870,n04277352
n03992509,n02321529,n04417672
n04229816,n02483708,n03527444
n04548280,n04458633,n01558993
n02951358,n03146219,n03492542
n01632458,n02007558,n02823750
n02808304,n04501370,n02117135
n03658185,n07768694,n02095570
n04041544,n01687978,n02606052
n01984695,n01914609,n02229544
n01440764,n03888605,n03954731
n03857828,n02841315,n02085936
n04049303,n03272562,n10565667
n03014705,n01753488,n02095570
n01692333,n01984695,n03697007
n11939491,n04540053,n02229544
n01770081,n04286575,n04004767
n03832673,n06596364,n04118776
n03977966,n03538406,n04604644
n02105056,n03447447,n06359193
n02027492,n07714571,n03642806
n04366367,n04275548,n07875152
n02950826,n04525038,n09428293
n04613696,n02701002,n04366367
n01531178,n07920052,n03888605
n03602883,n07717556,n02268853
n01484850,n03062245,n03657121
n02259212,n02264363,n03776460
n02389026,n03935335,n03733805
n03393912,n04200800,n01689811
n04019541,n01601694,n01755581
n02112018,n02536864,n02095570
n04346328,n01877812,n03444034
n02804610,n02088364,n01843065
n02834397,n02277742,n01806143
n03661043,n02817516,n02410509
n04398044,n02422106,n03877845
n02089078,n01774750,n04409515
n04509417,n03825788,n02105641
n02981792,n01983481,n02219486
n03868863,n02102973,n06794110
n02100583,n01742172,n03902125
n03895866,n02823428,n02096437
n02486410,n01737021,n03670208
n02489166,n01601694,n04417672
n04141975,n03884397,n04467665
n01806143,n04447861,n01601694
n02869837,n02112137,n03991062
n06794110,n02113978,n13052670
n02105641,n02110063,n02871525
n04264628,n02011460,n03877845
n04141975,n07248320,n07753275
n02086910,n01871265,n04154565
n02051845,n03483316,n04435653
n02112137,n02264363,n03532672
n02089867,n02226429,n04476259
n02776631,n03394916,n02980441
n02869837,n01697457,n04259630
n04347754,n02917067,n03223299
n02906734,n02860847,n04366367
n02091244,n03627232,n02268853
n03032252,n04192698,n01641577
n02101006,n01914609,n03444034
n02190166,n02111277,n02490219
n04090263,n03761084,n03782006
n03400231,n07248320,n04380533
n03000247,n02321529,n02091244
n01685808,n02782093,n04069434
n01773157,n02110185,n03956157
n02860847,n02096585,n03721384
n09399592,n04254120,n03216828
n03717622,n01729977,n02097474
n01978287,n01980166,n03014705
n02129604,n01855032,n03930313
n01775062,n01729322,n07873807
n02869837,n01871265,n01770081
n02422699,n02988304,n04604644
n01843065,n03124170,n02814533
n03496892,n01818515,n02168699
n04399382,n04235860,n02917067
n02391049,n01735189,n04532670
n02138441,n02094258,n04238763
n11879895,n03179701,n02493793
n04266014,n02027492,n04350905
n02119789,n03791053,n03063599
n04275548,n04310018,n02363005
n07747607,n02099601,n02092339
n01984695,n04040759,n02113186
n02264363,n04041544,n07716358
n02410509,n02487347,n02117135
n02087394,n04192698,n04335435
n02879718,n04367480,n04033901
n03733281,n01984695,n03888257
n03443371,n03146219,n09288635
n03594734,n01677366,n04049303
n04065272,n02177972,n01828970
n03729826,n02892767,n02494079
n01924916,n03710637,n03956157
n01558993,n02190166,n04049303
n02606052,n01910747,n01675722
n04554684,n13052670,n07753275
n03000684,n02966193,n02111277
n13133613,n02168699,n03467068
n03733805,n03478589,n02342885
n09835506,n02006656,n01797886
n02281406,n01883070,n02966193
n01616318,n02480495,n04259630
n02090379,n02109047,n04486054
n03793489,n04371774,n02114367
n02979186,n03131574,n04069434
n06359193,n02655020,n02095570
n04136333,n03666591,n04357314
n03781244,n02096585,n03930630
n03877845,n03832673,n03710637
n03529860,n03452741,n03761084
n02105855,n02128385,n04486054
n03924679,n03201208,n03670208
n02099849,n02892767,n03393912
n02877765,n02437312,n03733281
n02123394,n02504013,n07714571
n03709823,n03126707,n04389033
n01744401,n03761084,n02423022
n02423022,n01981276,n02494079
n03459775,n02090379,n01797886
n02606052,n02457408,n04417672
n02441942,n03483316,n01883070
n01968897,n04254777,n04355338
n03141823,n02837789,n04429376
n02500267,n02007558,n03014705
n02099849,n02107142,n09332890
n03196217,n02769748,n02326432
n07717556,n04141076,n02120079
n02107908,n03045698,n03032252
n03544143,n04398044,n03764736
n02066245,n09472597,n02606052
n03110669,n07742313,n01855672
n02165456,n01622779,n03950228
n04120489,n04350905,n04604644
n07742313,n02769748,n07802026
n04204347,n04579145,n04209133
n04447861,n03095699,n01537544
n03841143,n04560804,n03877472
n03272562,n04389033,n02493509
n04125021,n04372370,n03791053
n03804744,n01775062,n03393912
n02281406,n04346328,n06874185
n02422106,n03045698,n03344393
n02085782,n03803284,n04147183
n04350905,n02100877,n01797886
n04328186,n07745940,n02105056
n04579432,n03179701,n04033995
n12144580,n03785016,n03929855
n02129165,n03868863,n04596742
n03649909,n02410509,n01828970
n03743016,n04141076,n07565083
n03444034,n03724870,n04493381
n02089867,n12620546,n04525305
n03496892,n03840681,n03393912
n04560804,n02641379,n07715103
n01704323,n01806567,n03344393
n03495258,n02869837,n02268853
n02799071,n02106166,n01698640
n04118538,n02325366,n02676566
n01693334,n02730930,n02114855
n04332243,n02701002,n01641577
n04612504,n02607072,n03133878
n01784675,n04040759,n02113186
n07749582,n04254680,n03272562
n03676483,n02233338,n02980441
n02006656,n02437312,n01531178
n01491361,n03970156,n01537544
n03991062,n02028035,n02091635
n02093991,n03045698,n04296562
n07873807,n04462240,n02100236
n03291819,n03290653,n02113712
n02486261,n01877812,n04049303
n03134739,n04228054,n04069434
n04192698,n04125021,n03180011
n02233338,n01737021,n03494278
n04357314,n02106662,n01558993
n02096051,n04228054,n02480495
n03838899,n02441942,n02492660
n02113624,n02510455,n11879895
n02963159,n04141076,n01774750
n02364673,n03047690,n03764736
n03933933,n04487394,n03133878
n07831146,n03100240,n03598930
n01665541,n02123394,n03529860
n03599486,n04228054,n07697313
n01985128,n01806567,n02093647
n04090263,n02108422,n03706229
n02794156,n02091244,n01537544
n03633091,n04099969,n01558993
n04141327,n03884397,n02488291
n04604644,n02326432,n02011460
n02667093,n03047690,n02814533
n02509815,n01950731,n01531178
n03544143,n02488702,n02444819
n03041632,n04346328,n04049303
n02165456,n02011460,n02094258
n02091831,n01665541,n04523525
n03218198,n04479046,n07714571
n02219486,n04493381,n01806143
n02123159,n01689811,n03297495
n10148035,n02231487,n02814533
n04553703,n03325584,n04049303
n03709823,n07920052,n02840245
n03400231,n03814906,n03670208
n04209133,n03110669,n04550184
n03680355,n01739381,n04141975
n03873416,n02093428,n03950228
n04553703,n02115913,n03733805
n02088238,n04548362,n04118776
n03345487,n09835506,n02504013
n04146614,n01833805,n03717622
n02096294,n02892767,n03126707
n03425413,n01883070,n02097209
n02909870,n02690373,n03877845
n02910353,n10565667,n01796340
n06596364,n04310018,n04258138
n07749582,n02129604,n04136333
n02840245,n02870880,n03874293
n03759954,n03450230,n02090622
n02791124,n02488702,n03930630
n13054560,n02102040,n02027492
n04505470,n04404412,n04376876
n02317335,n04389033,n02123394
n02119022,n03970156,n03942813
n03594734,n03124043,n01797886
n01531178,n07583066,n01756291
n02236044,n02134084,n02128385
n02444819,n02966687,n02088094
n02788148,n03393912,n02346627
n04070727,n04254120,n01582220
n03042490,n01770393,n03272562
n03594945,n01775062,n04562935
n03775071,n02088466,n03670208
n07749582,n04228054,n01484850
n13044778,n02259212,n03877845
n03729826,n04067472,n02229544
n02091134,n02486261,n02096437
n01872401,n04120489,n01558993
n04200800,n03658185,n03733281
n01871265,n02090721,n02870880
n04366367,n03895866,n02814860
n01580077,n01873310,n04465501
n01910747,n02071294,n01795545
n02791124,n01695060,n04604644
n03272010,n07717556,n02107908
n02090379,n03837869,n04486054
n01944390,n02088094,n03983396
n02123597,n01675722,n01776313
n04259630,n02099849,n02950826
n03271574,n02769748,n04584207
n04201297,n04310018,n04347754
n04493381,n02100583,n01843065
n03980874,n03485794,n02892201
n04204238,n12985857,n02110806
n03388043,n01818515,n02097209
n02105641,n02098413,n04347754
n02486410,n02106662,n01843065
n04204238,n02088094,n01990800
n02074367,n01742172,n03770679
n02018207,n02106550,n07579787
n04346328,n01877812,n03444034
n02787622,n04153751,n02119022
n01798484,n02108089,n04442312
n02096437,n03602883,n02727426
n02514041,n02403003,n04590129
n02939185,n07248320,n01530575
n02391049,n01751748,n03884397
n03803284,n12768682,n02791270
n03961711,n07760859,n02086240
n02094114,n02097658,n03662601
n04372370,n04447861,n02114548
n02791270,n04509417,n04008634
n01924916,n03530642,n04033995
n01534433,n01695060,n04532670
n02119789,n01917289,n04435653
n02843684,n03124043,n03998194
n04590129,n04270147,n02094433
n02006656,n02226429,n01797886
n02105056,n02504013,n12144580
n03016953,n02484975,n04259630
n02028035,n02134418,n02099712
n01824575,n04040759,n04366367
n03602883,n02096437,n02117135
n03891332,n03676483,n03492542
n02396427,n02091244,n04069434
n01537544,n02790996,n02229544
n02102480,n02104365,n02971356
n04380533,n04423845,n02095570
n04146614,n02089078,n04033995
n01775062,n01693334,n02793495
n02321529,n02105505,n02747177
n03532672,n02088364,n02113978
n04553703,n07697537,n03425413
n02090379,n02107683,n03733805
n02486261,n03124170,n02870880
n01664065,n02325366,n04326547
n02106166,n02536864,n04418357
n02129604,n01984695,n02825657
n07590611,n03841143,n09246464
n02699494,n02096437,n01530575
n07753592,n02823428,n04366367
n02113186,n03630383,n02814533
n04141975,n07248320,n02089973
n02231487,n03710637,n04243546
n01917289,n04204347,n04456115
n02011460,n01917289,n02138441
n02096585,n03843555,n04263257
n02051845,n03483316,n02795169
n03803284,n01981276,n04380533
n04147183,n03930630,n01968897
n04428191,n02877765,n04019541
n03676483,n02102973,n03661043
n03188531,n01784675,n09332890
n01824575,n01729977,n06359193
n04252077,n04023962,n02111277
n02787622,n03534580,n07717410
n03495258,n02206856,n02013706
n02104365,n02403003,n04004767
n07802026,n02950826,n07614500
n02447366,n01748264,n03388183
n02814860,n04458633,n02492035
n02727426,n02412080,n03393912
n02132136,n01687978,n04371430
n04540053,n01985128,n02097209
n04347754,n03590841,n01798484
n04509417,n01829413,n02794156
n01614925,n02085620,n03777568
n06596364,n03794056,n03444034
n02099712,n02006656,n04515003
n02090721,n04517823,n03447447
n02012849,n02129165,n02606052
n02088094,n02106382,n03920288
n02092002,n03866082,n04429376
n03877472,n02091032,n02687172
n02319095,n03529860,n01797886
n03895866,n02397096,n02279972
n03347037,n04532106,n04418357
n01664065,n04532106,n07892512
n02782093,n02093754,n03776460
n02051845,n03476991,n03924679
n02790996,n02412080,n02795169
n01855032,n03992509,n04443257
n01756291,n04501370,n02264363
n03868242,n01984695,n04357314
n07711569,n01980166,n02114855
n03803284,n03837869,n02480495
n03676483,n03710721,n03661043
n01773797,n01622779,n02101556
n02137549,n01871265,n02859443
n03642806,n01667778,n03633091
n04604644,n03187595,n02002556
n02361337,n02109047,n02128385
n03991062,n03028079,n03775071
n03961711,n01914609,n03983396
n02356798,n12768682,n04259630
n03692522,n12620546,n02219486
n04285008,n03085013,n04429376
n02127052,n07693725,n03208938
n01930112,n03314780,n04154565
n04133789,n01729977,n02124075
n04467665,n02096051,n02096437
n07697313,n07760859,n02280649
n09256479,n02488702,n01820546
n12057211,n02110958,n04347754
n02085620,n01944390,n01537544
n07860988,n03888605,n12985857
n03485794,n04204238,n02129604
n02804610,n02892767,n01843065
n04540053,n02500267,n03272562
n03691459,n07693725,n02167151
n03676483,n02487347,n03661043
n04465501,n01818515,n04004767
n04044716,n02607072,n02117135
n04192698,n02422699,n04465501
n07695742,n04033901,n07717410
n02106382,n04540053,n03461385
n03895866,n03792972,n02089078
n02489166,n02095314,n01514668
n02097474,n02138441,n02457408
n02883205,n11879895,n02484975
n03602883,n02172182,n07753275
n04239074,n03825788,n02113799
n02077923,n02398521,n04487081
n02325366,n01665541,n02119789
n01770081,n02489166,n01558993
n03666591,n07693725,n03832673
n03478589,n02006656,n01531178
n01530575,n02514041,n02814860
n07720875,n04326547,n02114712
n01608432,n07754684,n01558993
n02124075,n03146219,n07747607
n03992509,n02892767,n02090622
n03888605,n07590611,n03838899
n03590841,n01518878,n04404412
n01943899,n01774384,n02091831
n12768682,n04133789,n04069434
n02102177,n02105251,n03776460
n01689811,n07742313,n03642806
n02486410,n03045698,n04435653
n02361337,n04192698,n02814533
n02101388,n02093256,n02708093
n03843555,n02804414,n04141327
n03787032,n02105162,n04554684
n02114712,n01877812,n04487081
n02094114,n01855032,n02281406
n04149813,n02981792,n02119022
n03840681,n02102973,n02708093
n02493793,n01985128,n07714571
n02120505,n04579432,n02102973
n02110627,n01945685,n04201297
n04355338,n13037406,n02018207
n04192698,n02097130,n07860988
n02823750,n03825788,n03980874
n01644900,n02364673,n07802026
n12144580,n02110185,n02058221
n04330267,n04149813,n02120505
n02749479,n03710637,n02100735
n02114367,n03924679,n04591713
n02087394,n02109047,n04033901
n06785654,n01872401,n02641379
n03017168,n03627232,n03063689
n04347754,n07697537,n02676566
n03141823,n03930630,n03788195
n07831146,n02104365,n02096437
n04265275,n04509417,n02107312
n02869837,n01697457,n01843383
n03337140,n04228054,n02236044
n02396427,n01818515,n04136333
n02107312,n04141076,n02056570
n07248320,n03400231,n03832673
n01819313,n04254120,n03000134
n03133878,n03461385,n02974003
n03063599,n03874293,n03661043
n03776460,n02823750,n06794110
n03100240,n07697537,n03937543
n03929855,n03482405,n03933933
n03666591,n03379051,n03133878
n04443257,n03891251,n02480855
n04536866,n10148035,n01558993
n03617480,n01728920,n04557648
n04147183,n09421951,n02013706
n03014705,n03938244,n03877472
n02106030,n04509417,n03447447
n03929660,n07920052,n01847000
n02951358,n03125729,n03347037
n01806567,n02099849,n01855672
n02871525,n04501370,n02105641
n03623198,n04540053,n02326432
n02606052,n01735189,n02091635
n07871810,n02808304,n03126707
n04328186,n01818515,n02971356
n04355338,n02395406,n02018207
n04557648,n02910353,n04604644
n01728572,n01944390,n01847000
n03065424,n02097658,n04560804
n03207743,n04597913,n03444034
n02494079,n02009912,n02808440
n04252077,n12768682,n04476259
n04418357,n04487394,n03529860
n02408429,n02115913,n04125021
n01981276,n03240683,n04136333
n04209239,n01806567,n02100735
n01980166,n01704323,n07579787
n03394916,n02111889,n03657121
n04229816,n02526121,n03670208
n02910353,n01677366,n03743016
n03255030,n03803284,n04326547
n02417914,n02111500,n03467068
n04026417,n04372370,n04429376
n02090721,n02169497,n04435653
n01614925,n01753488,n03201208
n02363005,n01532829,n01797886
n02483362,n02410509,n04266014
n03721384,n03761084,n02490219
n03160309,n04367480,n02132136
n04067472,n02871525,n03127925
n02095889,n04127249,n02783161
n02096177,n02417914,n03018349
n02509815,n02123597,n02840245
n03495258,n03146219,n02443114
n01774384,n02097658,n07753275
n02177972,n01729977,n02097047
n02025239,n03947888,n03877845
n03188531,n02730930,n03877845
n02093428,n02088238,n02980441
n03208938,n02123045,n02113978
n02794156,n03259280,n04204347
n02667093,n02108551,n03400231
n01734418,n04033995,n02676566
n01860187,n02509815,n03777568
n02410509,n01496331,n01797886
n04458633,n01774384,n02814533
n03970156,n04162706,n03832673
n03781244,n02066245,n02137549
n02815834,n01729977,n01601694
n07715103,n04204238,n02107312
n02112018,n01704323,n07714571
n03787032,n01981276,n03947888
n01806143,n04505470,n07718472
n01688243,n02007558,n01514668
n04179913,n04398044,n02037110
n02391049,n04328186,n02089973
n01807496,n07920052,n04239074
n04507155,n02325366,n03223299
n02106030,n02797295,n04486054
n02281406,n02363005,n02966193
n02672831,n03710721,n03764736
n02979186,n03445924,n04131690
n03933933,n04487394,n04209133
n03394916,n03124043,n03388549
n04515003,n03803284,n02107312
n02088466,n03394916,n03388183
n03325584,n02101556,n03457902
n03400231,n04418357,n03958227
n02113799,n02093256,n02906734
n02127052,n02669723,n03884397
n03325584,n02101556,n07930864
n04019541,n07742313,n03617480
n02361337,n04350905,n02110806
n03854065,n03691459,n09332890
n03393912,n04264628,n01689811
n07565083,n07920052,n03814639
n03840681,n02488702,n07248320
n03950228,n02017213,n09428293
n02018207,n03743016,n02319095
n04429376,n01955084,n03720891
n02963159,n04039381,n04366367
n03982430,n03724870,n02168699
n02066245,n04479046,n04037443
n02123394,n03110669,n03854065
n01514668,n02165456,n01770081
n02110627,n03045698,n01797886
n04376876,n04372370,n07753275
n02132136,n03131574,n04147183
n03929855,n02116738,n03344393
n03124170,n01695060,n04487081
n02672831,n02107683,n04254680
n04192698,n01695060,n03445777
n02437616,n01818515,n04435653
n04273569,n03982430,n02892201
n02091635,n02128385,n15075141
n02110958,n04099969,n01692333
n07742313,n03110669,n03877845
n01560419,n02443484,n03662601
n03485794,n04483307,n02423022
n04589890,n02776631,n03733805
n02916936,n02102040,n02977058
n01829413,n01665541,n03903868
n04209239,n03944341,n01531178
n07693725,n01945685,n02091635
n01616318,n07730033,n04259630
n02804414,n01729977,n02883205
n03761084,n03459775,n04429376
n03733131,n01983481,n04332243
n02127052,n07693725,n04004767
n01616318,n04371774,n03998194
n03388183,n13044778,n01843065
n07590611,n02410509,n02138441
n02777292,n02105505,n02883205
n03207941,n01950731,n04141327
n03404251,n04235860,n04591713
n04557648,n02835271,n04482393
n02666196,n02206856,n02965783
n13054560,n03372029,n04429376
n03388043,n01873310,n03063689
n04372370,n02804414,n07714571
n02231487,n01914609,n02088466
n04366367,n01498041,n01667778
n02105056,n02837789,n04367480
n02389026,n01871265,n04604644
n04476259,n04099969,n03595614
n02690373,n02790996,n02883205
n02112706,n01608432,n02099267
n03125729,n07932039,n03814639
n04049303,n02095570,n02971356
n03017168,n04310018,n03617480
n02093991,n02066245,n03956157
n04347754,n03929660,n03483316
n03814906,n04501370,n03877845
n03124043,n02445715,n09288635
n01491361,n03803284,n04557648
n02777292,n03394916,n03950228
n02256656,n02097209,n03938244
n03697007,n07583066,n02110806
n02504458,n02100583,n04069434
n02167151,n03710721,n03761084
n02979186,n03452741,n02096294
n03404251,n03633091,n04591713
n03937543,n03124043,n02098105
n02992211,n03724870,n04069434
n04380533,n03954731,n02226429
n03133878,n03425413,n02777292
n02965783,n03125729,n02091467
n02095314,n02011460,n07614500
n02749479,n02130308,n03028079
n04204238,n07742313,n02107908
n07565083,n02104365,n01755581
n01770081,n02488702,n03877845
n04133789,n03633091,n03930313
n07693725,n04372370,n02492660
n06794110,n02951585,n02494079
n04350905,n02112018,n03670208
n03393912,n01910747,n02504013
n03109150,n01871265,n02892201
n02788148,n03393912,n03216828
n02483362,n02111889,n07753275
n02120505,n02536864,n03938244
n03249569,n03372029,n02113023
n03529860,n03924679,n02100735
n01773157,n02172182,n03000684
n01694178,n03534580,n04141327
n02129604,n02085782,n03594945
n02110063,n01534433,n15075141
n04209239,n04517823,n02840245
n04560804,n03710637,n04592741
n02097298,n02110185,n04147183
n02088466,n03866082,n04239074
n03630383,n04229816,n02102318
n02037110,n02206856,n03216828
n02504458,n01496331,n03032252
n02006656,n03874599,n04429376
n02128385,n03125729,n04147183
n03814639,n02098105,n04435653
n03476684,n02172182,n01537544
n03933933,n04548362,n03482405
n03868242,n02727426,n04579145
n02493509,n02111277,n02013706
n04456115,n10148035,n02117135
n06874185,n02321529,n02825657
n02906734,n03124043,n01744401
n03961711,n01664065,n15075141
n01944390,n02088094,n01558993
n03207743,n04409515,n01728572
n03218198,n04357314,n07714571
n04356056,n01694178,n03445777
n01739381,n01985128,n03657121
n02018207,n01704323,n04118776
n02094433,n03743016,n04532670
n02708093,n02123159,n02747177
n02096294,n03633091,n03832673
n03617480,n02169497,n04613696
n02486410,n02106662,n02138441
n02860847,n04584207,n04286575
n12768682,n07753113,n04204347
n02125311,n02085782,n02979186
n03733281,n07614500,n02114855
n03180011,n07715103,n03602883
n02110063,n02090379,n04599235
n02066245,n03483316,n02097047
n02483708,n04328186,n04004767
n03976467,n02112350,n03956157
n02808440,n02177972,n02097047
n12144580,n03788195,n04599235
n04435653,n03854065,n02492660
n04487394,n02391049,n03794056
n12144580,n09246464,n03146219
n01685808,n01729977,n01855672
n02536864,n04482393,n03216828
n02137549,n02009229,n02859443
n01978455,n01644373,n03854065
n01748264,n04228054,n02494079
n02807133,n02488702,n01806143
n02105641,n02107908,n04347754
n04409515,n01872401,n02117135
n07753113,n02808304,n02094258
n04604644,n01775062,n07875152
n03832673,n02321529,n02096294
n03404251,n01945685,n04505470
n01784675,n01775062,n02090622
n04443257,n04590129,n02977058
n03045698,n02102973,n02033041
n02168699,n04065272,n02319095
n01580077,n01630670,n07753275
n02276258,n01917289,n09472597
n02356798,n01855032,n02012849
n07716906,n01955084,n02892201
n02086240,n02116738,n12144580
n09428293,n03841143,n01614925
n02730930,n01689811,n04069434
n04200800,n03868242,n03781244
n04275548,n04462240,n03642806
n02488702,n02090379,n04326547
n04344873,n02493509,n03126707
n09472597,n01914609,n03598930
n03100240,n07697537,n02119022
n02488702,n03710637,n02799071
n03992509,n04536866,n02091635
n01443537,n03658185,n12144580
n04264628,n04200800,n01592084
n04428191,n02488291,n04505470
n03447447,n12998815,n02099267
n03924679,n03201208,n02168699
n01644900,n02641379,n04033995
n13037406,n02111889,n03461385
n03089624,n01914609,n02119789
n02510455,n07720875,n04487081
n03376595,n03792782,n02113799
n02071294,n01910747,n03447447
n03345487,n04228054,n02089973
n02951358,n03125729,n03393912
n02091032,n03476991,n09332890
n01828970,n04517823,n02074367
n02536864,n04482393,n02795169
n02326432,n02106382,n07579787
n02110627,n04532106,n07753275
n04037443,n11879895,n02690373
n03793489,n02101388,n02114367
n04235860,n02487347,n02091467
n02088238,n04548362,n03733805
n01737021,n01496331,n02087046
n07715103,n03840681,n04417672
n02906734,n02701002,n02100735
n03485794,n02277742,n03476991
n02408429,n04200800,n11879895
n03355925,n02951585,n02281787
n02606052,n02093428,n03884397
n03866082,n02092002,n03216828
n02096437,n02100735,n04604644
n01855032,n02085782,n01843065
n01855032,n02093754,n04523525
n01514668,n04553703,n03481172
n02804414,n03042490,n04326547
n01748264,n01829413,n04141327
n02701002,n02089078,n02667093
n03832673,n04392985,n04136333
n02951585,n04200800,n03782006
n01687978,n02110185,n02793495
n07697537,n02865351,n04486054
n01560419,n03710721,n03216828
n02093859,n02403003,n04004767
n03131574,n03045698,n02100236
n04286575,n01774384,n04041544
n02219486,n02422699,n03776460
n02231487,n01914609,n03133878
n03742115,n03944341,n02086240
n03998194,n03602883,n01616318
n04149813,n03788365,n02098105
n01514668,n03657121,n01601694
n02808304,n03710637,n03297495
n02092339,n01630670,n03710193
n02100583,n02441942,n04147183
n02123045,n03538406,n04041544
n11879895,n01968897,n01734418
n04418357,n04553703,n02110341
n02113712,n01749939,n01828970
n01744401,n04501370,n03457902
n03617480,n03814639,n02119022
n01984695,n02769748,n03642806
n03775071,n02111129,n03494278
n03733131,n01914609,n02268443
n02174001,n04310018,n03947888
n01677366,n03255030,n03720891
n02085936,n02112137,n02091635
n04456115,n09472597,n02117135
n03825788,n02965783,n04141327
n03854065,n04392985,n02105641
n01776313,n02865351,n07717410
n02165105,n07831146,n04033995
n03089624,n04613696,n06794110
n02114548,n02088632,n01558993
n03452741,n09256479,n03717622
n03534580,n01694178,n02606052
n03492542,n02795169,n03720891
n02666196,n01667778,n09288635
n01943899,n01983481,n15075141
n04270147,n02607072,n02268853
n02966193,n01984695,n02119789
n09246464,n01530575,n03871628
n02011460,n02088466,n04069434
n13040303,n01494475,n04065272
n02791124,n03544143,n02120505
n02509815,n03127747,n03877845
n09332890,n03179701,n02510455
n02095314,n04325704,n09193705
n02794156,n02442845,n09288635
n03837869,n03459775,n03657121
n07720875,n03124043,n02268853
n07768694,n02487347,n02444819
n04041544,n01496331,n03935335
n04599235,n03272562,n12144580
n01601694,n02110185,n04118538
n07892512,n03494278,n04120489
n03179701,n02231487,n04004767
n04243546,n02028035,n02791270
n01855672,n02106382,n01768244
n01985128,n02325366,n02444819
n02321529,n13040303,n09332890
n03063689,n02051845,n03344393
n01695060,n02090379,n03216828
n01983481,n04584207,n03223299
n02493793,n02086910,n03344393
n02892201,n11879895,n03796401
n02804610,n02510455,n02917067
n02115641,n04493381,n02840245
n02110958,n13037406,n02268853
n09229709,n03710637,n03344393
n10565667,n03710637,n02730930
n02099712,n03100240,n01855672
n13052670,n03047690,n01833805
n02124075,n04153751,n03887697
n03761084,n03459775,n03903868
n02086910,n01983481,n02676566
n04417672,n04086273,n01817953
n03602883,n03249569,n02190166
n01983481,n07693725,n03223299
n07734744,n03794056,n02129165
n04005630,n11879895,n09288635
n02444819,n07749582,n03709823
n03937543,n03041632,n04069434
n04442312,n02930766,n02834397
n02099849,n02526121,n01558993
n02095570,n03908714,n06359193
n01843383,n04517823,n02107312
n02346627,n02085782,n04033901
n03467068,n02860847,n03670208
n01484850,n01608432,n07920052
n02843684,n03791053,n02859443
n03884397,n02028035,n06359193
n04371774,n07717556,n01797886
n04252225,n03498962,n04039381
n03627232,n02782093,n01558993
n03095699,n07875152,n01558993
n01530575,n02326432,n03388549
n03016953,n02097130,n04118538
n02363005,n02233338,n02190166
n03947888,n02025239,n01855672
n02410509,n01872401,n02087046
n03109150,n02841315,n07720875
n02807133,n03000247,n04326547
n04266014,n02006656,n03028079
n02071294,n03627232,n03670208
n03063599,n03394916,n04442312
n04596742,n01644373,n03637318
n03796401,n02096294,n07742313
n02094258,n02835271,n09428293
n03876231,n01622779,n02701002
n01644373,n03803284,n02090622
n01871265,n04141076,n02939185
n04376876,n01873310,n02951585
n03692522,n02607072,n03344393
n03047690,n02395406,n01855672
n01950731,n03775071,n07579787
n10565667,n01860187,n02794156
n04273569,n01873310,n03133878
n02823750,n04447861,n02489166
n02094433,n02655020,n01806143
n04380533,n03935335,n04111531
n07684084,n07714571,n02012849
