anchor_cat,positive_cat,negative_cat
n03729826,n01697457,n02128925
n02490219,n02106550,n04550184
n02489166,n04458633,n02056570
n01704323,n02447366,n01443537
n04238763,n04501370,n02259212
n03929855,n12620546,n04548280
n06785654,n03623198,n03538406
n04081281,n04228054,n02114855
n13133613,n07760859,n02443114
n03924679,n04548362,n04235860
n02999410,n02948072,n02120079
n02009912,n03290653,n03657121
n02510455,n03045698,n02108422
n03249569,n03314780,n03776460
n04326547,n04461696,n02106382
n01531178,n02606052,n01882714
n03379051,n02090379,n04592741
n02002556,n02113712,n02397096
n03721384,n04228054,n01776313
n02701002,n03857828,n09428293
n03662601,n03717622,n02056570
n01983481,n04200800,n03792972
n02109525,n02085782,n03967562
n03891332,n04023962,n04118776
n02106662,n01693334,n03207941
n03457902,n02281787,n02492035
n03337140,n07613480,n01622779
n02641379,n02328150,n03297495
n03633091,n01784675,n04604644
n01558993,n03814639,n02814533
n01773549,n01873310,n03877845
n12267677,n07565083,n02281406
n01796340,n03404251,n02097047
n03459775,n02834397,n02799071
n01751748,n04540053,n04429376
n02112350,n02051845,n01843065
n03874599,n03633091,n03527444
n04579145,n03146219,n12144580
n02098286,n02129604,n03930313
n02979186,n04346328,n02690373
n04146614,n03874599,n03075370
n02490219,n02106662,n02085936
n01877812,n02090379,n04532670
n04522168,n02346627,n03297495
n03223299,n07753275,n03775071
n04147183,n01677366,n03884397
n04099969,n07697537,n03109150
n04553703,n09472597,n03127925
n01817953,n02112018,n07873807
n04099969,n03658185,n02106030
n04429376,n04552348,n03977966
n04033995,n01944390,n02033041
n04325704,n04548362,n02799071
n03814906,n01984695,n07615774
n02017213,n01829413,n01983481
n01768244,n04376876,n02808440
n03393912,n04310018,n02120505
n03775071,n03259280,n12144580
n02930766,n10148035,n03485794
n03843555,n01784675,n02087394
n04467665,n03444034,n03887697
n02099849,n02487347,n01558993
n04118538,n02480855,n03710193
n03530642,n07753592,n02091831
n01833805,n02165105,n04417672
n01644900,n03476684,n04389033
n04552348,n02111277,n02443484
n09421951,n02102318,n02096585
n04350905,n02536864,n03661043
n01494475,n07716906,n02229544
n02480495,n02112137,n03223299
n02910353,n07760859,n02326432
n02091134,n04536866,n04162706
n03527444,n04536866,n01824575
n03710193,n02977058,n01773157
n02108422,n03404251,n03777568
n02640242,n04536866,n03297495
n04270147,n01697457,n02484975
n02415577,n01774750,n04476259
n03527444,n01664065,n02437616
n04344873,n02108551,n01833805
n04252077,n04120489,n02105056
n02096294,n02124075,n04557648
n03710721,n02892767,n02480495
n03208938,n02641379,n02169497
n03976657,n02815834,n03476991
n01734418,n02536864,n01820546
n01776313,n02018795,n04147183
n02113186,n03000684,n01847000
n03902125,n13037406,n15075141
n02105855,n04522168,n02236044
n04252225,n01770393,n03467068
n02794156,n12267677,n02444819
n02111129,n04125021,n03938244
n02085936,n03314780,n11879895
n03272562,n03991062,n04008634
n04179913,n02979186,n02814533
n02093859,n02111500,n04589890
n03942813,n03595614,n02391049
n04532670,n04501370,n03690938
n02092002,n02276258,n01755581
n07875152,n07697537,n02123394
n02865351,n13044778,n03461385
n07718747,n13052670,n02676566
n02074367,n02100583,n04243546
n02655020,n03459775,n03804744
n02077923,n02321529,n02132136
n06874185,n04389033,n01847000
n02974003,n03933933,n04355933
n02233338,n04597913,n03877845
n02948072,n01491361,n03063689
n02138441,n01944390,n02137549
n03344393,n02840245,n02326432
n03775546,n03857828,n11879895
n02125311,n02640242,n04259630
n01692333,n03838899,n09428293
n02823428,n03220513,n01847000
n03452741,n02093754,n01665541
n02177972,n02808304,n03297495
n02128385,n04204238,n13133613
n01843383,n02169497,n02268443
n03271574,n07745940,n02113186
n01847000,n02939185,n02105056
n03838899,n01795545,n04604644
n13054560,n02797295,n01756291
n02088632,n01748264,n03764736
n02101388,n02011460,n04049303
n02669723,n03929855,n03345487
n01729977,n03633091,n04347754
n02481823,n02134418,n01773157
n04026417,n03372029,n01608432
n02948072,n03131574,n01843065
n01740131,n01688243,n02190166
n02104365,n02092339,n03775546
n03721384,n04146614,n06794110
n01773157,n09256479,n03902125
n02099429,n01986214,n02655020
n02086240,n02091032,n04347754
n04597913,n13052670,n02708093
n03388183,n04376876,n09428293
n01608432,n01688243,n07753275
n03961711,n04208210,n03950228
n02093256,n02112137,n02012849
n01667114,n04273569,n03133878
n02168699,n03207743,n02105855
n01774750,n02226429,n04118538
n04399382,n07716906,n07892512
n02190166,n01847000,n02892201
n01534433,n03891332,n04557648
n04554684,n04461696,n07753275
n02091635,n01751748,n03916031
n04462240,n03220513,n03271574
n03250847,n07760859,n02444819
n02110806,n04458633,n02802426
n02974003,n03874599,n01537544
n04317175,n01855032,n03887697
n01729322,n01983481,n03347037
n02977058,n04367480,n01829413
n04404412,n03888605,n01797886
n02977058,n03240683,n02134084
n02497673,n03982430,n02747177
n07760859,n02025239,n04599235
n02397096,n02951358,n02317335
n04008634,n01518878,n03201208
n01877812,n02105412,n04604644
n02096585,n02107908,n03733131
n03710721,n02129604,n07930864
n03196217,n01728920,n02708093
n02138441,n03179701,n07720875
n02840245,n03666591,n04604644
n04399382,n01984695,n02483362
n03786901,n02325366,n04429376
n03272562,n03791053,n04579432
n04485082,n03876231,n04154565
n03337140,n02815834,n03877845
n04023962,n02108915,n02917067
n02085782,n07742313,n04435653
n03216828,n04560804,n01968897
n02165105,n02231487,n07565083
n03617480,n02127052,n01774750
n03841143,n02981792,n03995372
n02445715,n02110806,n02100877
n04081281,n04355933,n02113978
n02280649,n03160309,n02091635
n01968897,n04509417,n03478589
n04251144,n02134084,n03733805
n02095314,n02085782,n03065424
n03394916,n04023962,n03063689
n02169497,n03595614,n02483362
n03841143,n03633091,n02002556
n03877472,n02091032,n02028035
n04229816,n01734418,n04153751
n01806567,n03782006,n01675722
n02058221,n02422106,n03527444
n07920052,n07892512,n02129165
n02172182,n01753488,n04548280
n04557648,n04192698,n02058221
n04252077,n01629819,n01622779
n02102973,n07875152,n04366367
n01728572,n04162706,n04286575
n02105162,n02006656,n02102177
n02966687,n03770679,n01580077
n07716358,n03240683,n02098105
n02981792,n04548362,n01537544
n02085620,n04141975,n02493509
n04371430,n03866082,n12985857
n01739381,n06794110,n04238763
n04606251,n02111500,n03950228
n02113186,n03447721,n02114712
n01631663,n03676483,n07565083
n03666591,n13052670,n03223299
n07697313,n04200800,n04277352
n15075141,n12998815,n04326547
n02797295,n03124043,n02091635
n02108422,n03770679,n02871525
n04376876,n02782093,n02088094
n03814639,n01494475,n12985857
n04357314,n03016953,n04435653
n03942813,n04557648,n02100236
n01735189,n01910747,n04613696
n04200800,n04264628,n15075141
n04005630,n03933933,n02099429
n02090721,n02979186,n03498962
n02109047,n04367480,n04243546
n03376595,n04149813,n04355933
n03187595,n01729977,n02128385
n12620546,n03188531,n03903868
n03692522,n03290653,n02100735
n04612504,n04540053,n02444819
n07871810,n03146219,n02092002
n03776460,n01774750,n02100236
n09288635,n02006656,n04485082
n01751748,n02233338,n02950826
n02484975,n02086079,n01558993
n02396427,n01498041,n03697007
n07248320,n02113624,n02514041
n02398521,n04350905,n04127249
n03891332,n01631663,n02097474
n02877765,n07768694,n07565083
n03134739,n02777292,n03347037
n02408429,n02859443,n03447447
n07697537,n04435653,n02091635
n02804610,n01871265,n02119022
n04285008,n02086646,n02088632
n01855672,n03424325,n02051845
n04037443,n03661043,n02802426
n03657121,n07714990,n03394916
n01924916,n04081281,n04270147
n02346627,n03216828,n03445777
n02098105,n03372029,n04476259
n03933933,n04065272,n02113799
n02096294,n02280649,n02783161
n03961711,n04371774,n02457408
n04270147,n02123159,n04266014
n03476991,n01729977,n01860187
n04141076,n04039381,n04243546
n02086079,n02488291,n07714571
n02699494,n02321529,n02027492
n04599235,n02492660,n04417672
n02110806,n04372370,n03417042
n03837869,n04228054,n01968897
n03891251,n01873310,n03814639
n01807496,n02536864,n02106382
n03028079,n04336792,n02799071
n04398044,n02119022,n02099267
n02092339,n07614500,n02089078
n02788148,n07717410,n07720875
n03584254,n03777754,n04204238
n02835271,n02791270,n01443537
n06874185,n04005630,n02489166
n09229709,n07695742,n01855672
n02113023,n02138441,n02102480
n01688243,n01560419,n09428293
n03530642,n04192698,n03657121
n03666591,n03544143,n02490219
n04086273,n02782093,n03063689
n04447861,n03627232,n09428293
n02497673,n01695060,n01797886
n02134084,n01631663,n03207941
n02130308,n02105505,n02795169
n02883205,n04065272,n02641379
n03729826,n01697457,n03617480
n03876231,n04417672,n04258138
n03777568,n04310018,n02113186
n07734744,n02129604,n04548280
n01774384,n01644900,n03216828
n03478589,n03146219,n02398521
n15075141,n03457902,n03447721
n02123597,n04392985,n07614500
n02494079,n04310018,n04532670
n03207941,n09193705,n04517823
n02112350,n02085620,n04252225
n02325366,n02105641,n01443537
n02869837,n02837789,n02120079
n02769748,n03384352,n02097047
n09193705,n04200800,n02114712
n02797295,n03770439,n02002556
n02056570,n03498962,n03983396
n02894605,n07565083,n02497673
n07873807,n02090379,n03014705
n07745940,n04070727,n04041544
n04133789,n04039381,n03207941
n04332243,n03814906,n03452741
n01622779,n04149813,n04591713
n04023962,n03291819,n02018207
n07760859,n03188531,n02092339
n03899768,n04462240,n01797886
n03786901,n09421951,n02097130
n02415577,n02480855,n02906734
n02640242,n03125729,n04392985
n07697313,n04325704,n04049303
n02730930,n01873310,n04111531
n01491361,n02487347,n02676566
n03637318,n03868863,n02977058
n02791124,n03045698,n02667093
n03843555,n01773549,n04435653
n01685808,n02111889,n01558993
n02104029,n02672831,n04141327
n03290653,n01873310,n02747177
n02667093,n02480855,n03032252
n04347754,n03590841,n02397096
n02120505,n02321529,n02097130
n02510455,n02102177,n04069434
n03110669,n02114712,n04590129
n02442845,n02672831,n02093256
n03888605,n02125311,n01820546
n02091134,n03089624,n03063599
n01914609,n01784675,n03983396
n07615774,n02837789,n01847000
n02607072,n01697457,n15075141
n04532106,n03197337,n04004767
n03710193,n09468604,n02319095
n02104365,n01774750,n02699494
n03691459,n02510455,n02489166
n02346627,n02488291,n06596364
n02787622,n04147183,n02119022
n07717556,n13037406,n02114855
n04258138,n02398521,n03450230
n03933933,n03977966,n01755581
n02099429,n04442312,n04590129
n07693725,n02877765,n04004767
n04204347,n07697537,n01641577
n03938244,n02091831,n03026506
n02077923,n03016953,n02105056
n01843383,n04200800,n03467068
n04023962,n02536864,n03014705
n15075141,n01796340,n03950228
n03042490,n04310018,n02102480
n02172182,n09256479,n02018207
n03529860,n03424325,n04330267
n02783161,n09472597,n01833805
n03935335,n01871265,n02114367
n02074367,n07753113,n01797886
n01770081,n03325584,n04487081
n01608432,n01688243,n03271574
n02108089,n03803284,n02687172
n01582220,n04456115,n04505470
n03956157,n04447861,n01667778
n03216828,n03417042,n04154565
n02802426,n03594734,n15075141
n01807496,n03627232,n01698640
n03991062,n04590129,n01944390
n02797295,n04542943,n04118776
n03958227,n01740131,n02486410
n02117135,n03793489,n04335435
n03450230,n02091244,n03372029
n03599486,n03930630,n02788148
n02669723,n02981792,n04069434
n02488291,n02113624,n03661043
n03866082,n04479046,n07930864
n09399592,n03042490,n02091635
n02066245,n03062245,n04037443
n02799071,n01873310,n03028079
n02692877,n01917289,n02280649
n02747177,n02317335,n03717622
n02782093,n03908618,n04147183
n02106382,n02410509,n02883205
n02102480,n04596742,n02480855
n02396427,n04540053,n04041544
n03595614,n03394916,n02091635
n02687172,n01737021,n02113712
n04086273,n01729977,n02134084
n03961711,n04311004,n02106030
n04238763,n03220513,n07615774
n02088094,n04317175,n04204347
n04485082,n02403003,n02114367
n12985857,n03788365,n07248320
n03495258,n09229709,n01843065
n03482405,n03075370,n03933933
n09256479,n02966193,n02058221
n02167151,n03729826,n04357314
n02111277,n03633091,n03000684
n02123159,n02782093,n02167151
n02096437,n04458633,n01773157
n04584207,n03908618,n04277352
n02690373,n03461385,n03450230
n02916936,n03544143,n02093991
n01883070,n01985128,n01753488
n03425413,n03891332,n04592741
n02395406,n02536864,n01484850
n07565083,n09229709,n03527444
n01697457,n04040759,n03895866
n07613480,n04099969,n02676566
n01751748,n03124043,n02865351
n02939185,n02877765,n04604644
n04131690,n04099969,n03877845
n07714990,n07590611,n02444819
n01820546,n02264363,n03764736
n03649909,n04409515,n01601694
n04008634,n02892767,n01739381
n02114712,n03763968,n03995372
n03250847,n07714571,n02280649
n03538406,n02134418,n02361337
n02892201,n03124043,n02279972
n01530575,n03891251,n04562935
n02100236,n06359193,n02099429
n02951585,n04355338,n04346328
n04389033,n04356056,n02107574
n04033901,n03047690,n01675722
n02687172,n02834397,n04584207
n02123597,n01984695,n02114855
n07831146,n07768694,n04162706
n02165105,n04346328,n02091831
n01739381,n02113624,n04487081
n02444819,n03447447,n13037406
n02397096,n03793489,n01843383
n03125729,n01914609,n04033995
n02094433,n02102177,n04590129
n03444034,n02088238,n04505470
n01820546,n02094433,n01806143
n02892767,n12057211,n01531178
n02112137,n02106662,n07831146
n02093647,n04592741,n02799071
n03742115,n03770439,n03657121
n01773797,n04589890,n04380533
n01534433,n02085782,n02002556
n02277742,n02843684,n04141975
n03776460,n04346328,n02132136
n04258138,n02423022,n03026506
n03803284,n03179701,n04008634
n02727426,n01985128,n04370456
n02111129,n01930112,n02268853
n03259280,n01784675,n02056570
n02445715,n01498041,n03786901
n03018349,n07565083,n02099267
n02692877,n03935335,n07734744
n04229816,n01729977,n01795545
n07930864,n01729977,n02395406
n02128757,n02111889,n04037443
n07717556,n02808304,n02104365
n03874293,n07583066,n04548280
n07875152,n07753113,n02105162
n03095699,n04428191,n07753275
n07715103,n02233338,n02443114
n02107908,n03891332,n04311174
n02120079,n07697313,n01847000
n03483316,n04423845,n07717410
n03196217,n03803284,n02443114
n03944341,n03710721,n02342885
n02236044,n02799071,n02979186
n01616318,n02088466,n04154565
n01748264,n02190166,n01986214
n02840245,n04532106,n02093256
n03777568,n02128385,n01484850
n02120505,n02025239,n04153751
n03792782,n02640242,n01484850
n03197337,n01945685,n02106382
n03868242,n01984695,n04049303
n04086273,n02113624,n03063689
n03794056,n07734744,n02747177
n04192698,n03874293,n03133878
n02236044,n01983481,n03792972
n04584207,n02487347,n01855672
n07760859,n01664065,n04004767
n03623198,n07584110,n04604644
n02865351,n02091032,n04507155
n03095699,n04461696,n02104029
n03476991,n03825788,n04204238
n02504458,n01592084,n01968897
n03691459,n07613480,n02009229
n01843383,n03492542,n03720891
n04311004,n03633091,n02133161
n03874599,n09229709,n02361337
n03590841,n01494475,n02391049
n06359193,n02088364,n01685808
n02114855,n03110669,n06874185
n04389033,n04239074,n02342885
n03825788,n02504013,n03216828
n03255030,n04070727,n03998194
n03063599,n02978881,n02096585
n04179913,n02979186,n02364673
n07873807,n03633091,n03594945
n03481172,n01882714,n04435653
n12985857,n03788365,n07720875
n04254777,n09229709,n02056570
n01818515,n04550184,n04252225
n04371774,n03379051,n02676566
n13040303,n03124043,n01614925
n03187595,n04192698,n02655020
n02091831,n04429376,n03208938
n03837869,n03977966,n07717410
n04562935,n03028079,n04418357
n03950228,n02879718,n04311004
n02988304,n01644900,n02504458
n02777292,n03045698,n03014705
n03599486,n02487347,n09428293
n04254120,n03425413,n02097209
n02066245,n07760859,n02088094
n02747177,n03777754,n04442312
n04275548,n03958227,n02097209
n03649909,n01855032,n02747177
n03658185,n01728920,n03877845
n07711569,n01677366,n03345487
n02396427,n03476991,n03216828
n04005630,n03045698,n03887697
n07920052,n01784675,n03903868
n02011460,n07747607,n07716906
n03938244,n02834397,n03376595
n02091635,n01582220,n07714990
n01774384,n01704323,n02114855
n03691459,n02510455,n04069434
n02480495,n02672831,n02114712
n04487081,n03272562,n02869837
n04065272,n03089624,n03877845
n02028035,n02105162,n07831146
n03814906,n04525038,n02883205
n02138441,n01669191,n04532670
n03868242,n03874293,n04049303
n04357314,n03781244,n03733131
n03197337,n02092002,n02100583
n04356056,n01983481,n03877845
n02100735,n02096437,n03042490
n04517823,n02403003,n02279972
n03376595,n04550184,n04487081
n03126707,n01984695,n03729826
n02951358,n03337140,n03492542
n09229709,n04040759,n01631663
n02110806,n02028035,n03297495
n07718747,n01930112,n04317175
n03876231,n02125311,n03014705
n04350905,n02398521,n04263257
n04009552,n01981276,n03782006
n01728572,n07873807,n02110806
n04131690,n03888605,n02092002
n03933933,n04149813,n02108000
n04560804,n07880968,n02480495
n06596364,n02134418,n02094258
n07860988,n02793495,n03063599
n03709823,n07836838,n02105056
n02280649,n01924916,n02795169
n06785654,n03633091,n02009229
n04019541,n02860847,n02119789
n03763968,n03125729,n02276258
n02326432,n01530575,n07695742
n04009552,n03544143,n03782006
n02093428,n02487347,n03947888
n04392985,n03271574,n02326432
n02483362,n04019541,n02169497
n01688243,n02999410,n02950826
n02837789,n03666591,n03223299
n03529860,n01518878,n01775062
n07760859,n03868863,n03916031
n02415577,n03868242,n02666196
n03995372,n01872401,n01773797
n06874185,n02361337,n02117135
n01665541,n03394916,n03877845
n03532672,n02108915,n02113978
n07802026,n02097209,n02086910
n01751748,n01491361,n02092339
n02106662,n01945685,n02123045
n02231487,n02107683,n04243546
n07718472,n01695060,n02114548
n02018207,n02966193,n03207743
n03478589,n02113712,n09288635
n02493793,n02102318,n03250847
n02119022,n04579145,n02113712
n02091467,n01675722,n02939185
n07875152,n03372029,n02092002
n04590129,n04040759,n02129165
n03447447,n03929855,n01531178
n01806143,n02177972,n04487394
n03782006,n03804744,n01728572
n02128757,n02110627,n02980441
n01630670,n04019541,n02667093
n04604644,n02988304,n01644900
n02074367,n07753113,n03485407
n01914609,n03803284,n02699494
n02701002,n04332243,n02123394
n03958227,n03134739,n02091635
n03724870,n04229816,n03662601
n02992211,n03450230,n04116512
n02097209,n03594734,n02391049
n03954731,n03476684,n01843065
n03992509,n04507155,n01558993
n01632458,n01944390,n02236044
n01983481,n03803284,n01829413
n02794156,n12267677,n03617480
n03871628,n03160309,n04486054
n02097658,n04149813,n04069434
n13054560,n02906734,n02113799
n03709823,n02110341,n02132136
n02090379,n01496331,n01843065
n01693334,n02871525,n04141327
n02120079,n03838899,n03495258
n02219486,n04208210,n02094114
n04252077,n03958227,n04487081
n04372370,n03218198,n02823428
n03710721,n04141076,n03388549
n03649909,n03980874,n04154565
n03187595,n01924916,n02120079
n04398044,n01824575,n03937543
n01729322,n02939185,n02100877
n04023962,n02445715,n04136333
n01860187,n02177972,n02107908
n03942813,n01698640,n01695060
n03325584,n02085936,n02165105
n07711569,n03124043,n01728572
n04332243,n03970156,n02096437
n03908618,n07693725,n02802426
n02794156,n04592741,n02823428
n02504013,n04209239,n04118776
n02504458,n01443537,n04487081
n02504013,n03476991,n01558993
n03924679,n03594734,n02099429
n03126707,n04501370,n03967562
n01824575,n03045698,n03496892
n02097130,n04149813,n04037443
n02011460,n02317335,n04317175
n01498041,n01687978,n07565083
n04049303,n03903868,n01860187
n04461696,n04326547,n01558993
n04325704,n04162706,n03637318
n03188531,n03594945,n03417042
n09246464,n03355925,n02090622
n02966193,n03837869,n02120505
n01532829,n01675722,n03134739
n02130308,n12267677,n03967562
n03355925,n09246464,n02190166
n01665541,n01675722,n01828970
n03623198,n07716358,n04554684
n01773157,n01630670,n02088094
n04505470,n04404412,n02356798
n02011460,n04264628,n03759954
n01641577,n04033901,n03857828
n03017168,n04228054,n04008634
n03347037,n01873310,n01682714
n02097658,n04149813,n04371430
n03146219,n03089624,n03938244
n02108089,n03874599,n01768244
n03447721,n04584207,n03998194
n02086079,n01687978,n03670208
n02504013,n02108089,n03617480
n02514041,n01748264,n02870880
n04270147,n02123159,n03223299
n01498041,n04507155,n03950228
n02091244,n09229709,n02094114
n04141327,n03467068,n02489166
n01692333,n02115913,n01443537
n02009229,n02071294,n03207743
n01872401,n01914609,n02655020
n02782093,n03777754,n02444819
n02091831,n03272010,n03657121
n07718472,n04597913,n03916031
n03384352,n04254120,n04069434
n03379051,n02086646,n01531178
n02510455,n03124170,n04258138
n01924916,n02977058,n02091635
n03187595,n02006656,n07714571
n04252077,n02793495,n02747177
n03724870,n03476991,n02444819
n06596364,n02134418,n07579787
n07892512,n02106662,n03207941
n02906734,n04540053,n01968897
n02009229,n01860187,n03657121
n01773549,n03530642,n01833805
n02096294,n02892767,n01689811
n03032252,n03240683,n03388183
n03697007,n03676483,n04065272
n04090263,n01829413,n07248320
n02097047,n02106662,n01860187
n01980166,n04192698,n07745940
n02099712,n03443371,n04258138
n02099267,n02395406,n03983396
n03657121,n01695060,n02129165
n04483307,n02769748,n02823750
n03710193,n04493381,n03887697
n03478589,n04065272,n02117135
n02497673,n06874185,n04613696
n02102480,n02009229,n03481172
n03888257,n04458633,n02091635
n03743016,n04040759,n03476991
n03272010,n01728920,n03877845
n12267677,n07711569,n02444819
n03775546,n02437616,n04487081
n07802026,n04125021,n02666196
n01944390,n04254777,n04118776
n03028079,n03393912,n02094258
n02128757,n03045698,n03670208
n02877765,n03627232,n03662601
n02123045,n03602883,n03529860
n04482393,n04507155,n03776460
n03495258,n03874599,n03642806
n02939185,n04596742,n02091467
n04081281,n06785654,n02085620
n02100735,n02116738,n02841315
n03841143,n04372370,n04604644
n03443371,n10565667,n03109150
n04370456,n04141076,n01582220
n02007558,n10565667,n02229544
n02107908,n04409515,n07875152
n02108089,n03991062,n03770679
n07742313,n07714990,n04243546
n02011460,n01984695,n07930864
n04599235,n02129604,n02089867
n03793489,n02607072,n02699494
n01773549,n02091032,n02114367
n01986214,n04208210,n02087394
n03933933,n03544143,n02091635
n01983481,n03590841,n01847000
n02965783,n03710193,n03838899
n02690373,n04392985,n01828970
n02444819,n02027492,n03216828
n02481823,n01950731,n01773157
n04026417,n02841315,n02013706
n01443537,n03124170,n01692333
n02963159,n02169497,n02058221
n02514041,n02837789,n01843065
n02980441,n03538406,n02087394
n02105641,n04065272,n04086273
n01632458,n04355933,n03961711
n02280649,n02206856,n02095889
n04355933,n02017213,n03743016
n04039381,n01697457,n02190166
n10565667,n03888605,n02088094
n03976467,n03841143,n03272562
n02071294,n03259280,n03938244
n03146219,n03045698,n04041544
n02033041,n01601694,n03259280
n03063599,n03075370,n04487081
n07714990,n04548362,n04154565
n02422699,n02790996,n09332890
n02802426,n02835271,n09428293
n02667093,n01855032,n03400231
n02115641,n03788365,n03344393
n03676483,n07715103,n02825657
n04548280,n01968897,n04355933
n01440764,n02488702,n03272562
n02457408,n03530642,n03961711
n01632777,n12998815,n04389033
n02102480,n02007558,n02483708
n02841315,n02025239,n03938244
n03884397,n04417672,n02655020
n03447721,n01943899,n03208938
n03599486,n04204347,n01968897
n02423022,n02112350,n09332890
n02018207,n02107574,n02028035
n04311174,n04099969,n03208938
n04310018,n02077923,n01484850
n03297495,n03840681,n02017213
n13044778,n02869837,n02056570
n03314780,n07714990,n03950228
n02391049,n02510455,n04366367
n02058221,n03196217,n02951585
n02917067,n03991062,n03481172
n02114855,n03814906,n03814639
n04311004,n02115641,n02094433
n03710721,n04372370,n03109150
n03742115,n03291819,n02114367
n02509815,n02099712,n04532106
n03770679,n02110063,n04067472
n03877472,n02226429,n03347037
n02415577,n01945685,n02002556
n02093859,n01774384,n02125311
n04409515,n02643566,n02814533
n04476259,n02279972,n02490219
n02096585,n01491361,n03527444
n02097130,n02058221,n04591713
n02096051,n13040303,n03637318
n04355933,n04409515,n02492660
n02317335,n04039381,n02802426
n01728920,n07716906,n02086240
n02096051,n01817953,n02114367
n02804610,n04251144,n03924679
n04552348,n03355925,n01614925
n02101388,n03970156,n04429376
n04208210,n02168699,n02100877
n01582220,n04456115,n02490219
n03290653,n02607072,n01614925
n02676566,n03584829,n02492035
n02106550,n01689811,n04277352
n02037110,n02391049,n03657121
n03047690,n12985857,n03297495
n01631663,n04376876,n03527444
n04120489,n02108422,n02088364
n01775062,n04149813,n03657121
n01592084,n04522168,n11879895
n02364673,n02114712,n02950826
n02114367,n01877812,n04037443
n01860187,n03590841,n03814639
n03837869,n02966193,n02883205
n04141076,n01729977,n04286575
n02090622,n03868242,n07880968
n02110185,n02488702,n04311004
n01560419,n02843684,n03657121
n02114855,n02486410,n02916936
n02489166,n02536864,n02097658
n02877765,n02966193,n04482393
n03658185,n04099969,n02086240
n03598930,n02643566,n01768244
n02730930,n04597913,n04252225
n04251144,n02106662,n04344873
n02037110,n02793495,n02102040
n04350905,n02137549,n07930864
n04553703,n01695060,n07930864
n02231487,n02321529,n02113186
n03404251,n03045698,n01770081
n03908714,n07716358,n02002724
n02493793,n03218198,n11879895
n03445924,n03837869,n02033041
n04462240,n03769881,n03297495
n04591713,n03000684,n02777292
n03000247,n03804744,n02397096
n04040759,n04590129,n15075141
n03498962,n03590841,n04330267
n03388043,n03063599,n02098413
n01819313,n04254120,n04429376
n02102177,n02797295,n03983396
n07718472,n03384352,n02492660
n03773504,n01729977,n07718747
n02871525,n03773504,n01644373
n03032252,n04192698,n02480855
n03494278,n02089973,n04049303
n07718747,n03594945,n01843383
n03759954,n02483708,n02093647
n02484975,n02231487,n03776460
n03290653,n02793495,n02105056
n03014705,n03483316,n02113712
n02128925,n03710637,n03642806
n04389033,n03899768,n01755581
n04428191,n02123597,n02120505
n02114712,n02123159,n03388183
n03673027,n02102177,n02113186
n04398044,n02119022,n04252225
n02795169,n04584207,n02033041
n02013706,n09288635,n04179913
n02174001,n02085620,n04347754
n02264363,n13054560,n09472597
n11939491,n03188531,n01843065
n03876231,n03899768,n04398044
n02494079,n04479046,n02276258
n04330267,n01978287,n07718472
n01950731,n01806567,n04147183
n02966193,n07730033,n02114367
n09332890,n07684084,n02116738
n02105056,n02108551,n06359193
n02112018,n09229709,n01616318
n03935335,n02692877,n04515003
n01981276,n02484975,n07714571
n07871810,n02172182,n02090622
n03887697,n01829413,n09428293
n04486054,n04458633,n02009229
n02177972,n03125729,n02219486
n02066245,n03063599,n02840245
n10148035,n02486410,n03642806
n02097047,n02107908,n03876231
n02963159,n03388043,n04254680
n02094114,n03476991,n04328186
n04208210,n02441942,n02443114
n01560419,n03188531,n04116512
n03197337,n04548362,n02109047
n03461385,n01689811,n01980166
n04238763,n04005630,n02127052
n02749479,n03075370,n02699494
n02397096,n01729977,n02086910
n02808440,n03814906,n01882714
n04548280,n02974003,n02092002
n04553703,n01806567,n02096585
n03297495,n02814533,n07745940
n03793489,n04310018,n02280649
n04086273,n02971356,n02096437
n02114855,n03775071,n01968897
n02447366,n12144580,n04049303
n04501370,n02111889,n04209133
n03782006,n01740131,n04263257
n01930112,n02837789,n02091032
n02105162,n01871265,n04417672
n02791270,n02321529,n03777754
n02423022,n03124043,n03388549
n04141975,n03724870,n02086240
n01622779,n02865351,n03976657
n02412080,n02110185,n02342885
n03902125,n02860847,n04606251
n07579787,n03710637,n02490219
n03721384,n07730033,n02276258
n02108000,n01687978,n02814533
n01443537,n01984695,n03961711
n04332243,n01491361,n02226429
n04487394,n03146219,n02105162
n02974003,n02981792,n03733281
n02776631,n04589890,n02096437
n04285008,n01770393,n09428293
n01496331,n04525038,n02486261
n03196217,n02966193,n01797886
n07880968,n03124043,n03661043
n01530575,n02091831,n01820546
n02979186,n03496892,n03444034
n02086910,n03124170,n04070727
n04398044,n03124170,n04239074
n02114548,n04493381,n02108000
n02172182,n02134084,n02009229
n01667778,n03937543,n02704792
n02398521,n13052670,n04154565
n03764736,n01729977,n02033041
n03355925,n02442845,n04004767
n04263257,n07697537,n02364673
n04033995,n01440764,n02111277
n07747607,n03544143,n03216828
n04562935,n02879718,n04418357
n02165105,n02951358,n03584254
n02892767,n04263257,n01531178
n02123597,n01728920,n01682714
n02129604,n03404251,n02094258
n02843684,n01737021,n01728572
n07831146,n01753488,n03991062
n04090263,n04311174,n02056570
n07697537,n07693725,n02655020
n02033041,n02089867,n02443114
n02017213,n04517823,n04476259
n01847000,n01695060,n04486054
n02749479,n01631663,n04328186
n03000247,n02769748,n03670208
n02091635,n03450230,n09288635
