anchor_cat,positive_cat,negative_cat
n03534580,n01632777,n03717622
n09193705,n01980166,n03832673
n02794156,n01697457,n04417672
n02363005,n07760859,n02666196
n02319095,n02133161,n01537544
n03977966,n04517823,n02119022
n02259212,n07871810,n01828970
n03691459,n01744401,n02113186
n04447861,n02860847,n01776313
n03992509,n01641577,n04004767
n02256656,n03404251,n04266014
n02089867,n04005630,n02012849
n01773157,n02112350,n02112018
n04372370,n04548362,n04118776
n01873310,n03179701,n03445777
n03376595,n02787622,n03075370
n03180011,n07873807,n02123045
n03930313,n09256479,n01531178
n04461696,n07613480,n01440764
n01494475,n02669723,n01616318
n01698640,n04238763,n02264363
n02009229,n04033995,n02086240
n04239074,n02676566,n02123597
n02091831,n04090263,n03977966
n02687172,n02807133,n02814860
n01682714,n03814906,n02494079
n01734418,n04229816,n02056570
n01819313,n03534580,n04613696
n02447366,n02776631,n04482393
n01985128,n02988304,n02794156
n01484850,n02097474,n07753275
n02123159,n02110185,n02486410
n04264628,n04081281,n01484850
n02514041,n03929660,n03877472
n02091831,n03388043,n03933933
n02025239,n01873310,n02102040
n07565083,n01945685,n03014705
n06874185,n03961711,n03777754
n02009912,n02085936,n07930864
n04328186,n03127747,n03180011
n02099849,n01806567,n02823428
n03662601,n02799071,n03876231
n07579787,n03944341,n04429376
n01688243,n03530642,n01531178
n02319095,n07860988,n02808440
n02089973,n02123394,n04141975
n01818515,n04372370,n02981792
n03937543,n04540053,n04355933
n04317175,n02795169,n02823428
n03887697,n13044778,n03642806
n03272562,n03032252,n04482393
n03876231,n07565083,n04552348
n02277742,n02325366,n03742115
n02319095,n02134084,n03720891
n04069434,n04398044,n03838899
n03617480,n02112137,n04398044
n02091467,n02111277,n03980874
n02099849,n02011460,n04251144
n02089973,n01622779,n02783161
n02107683,n02231487,n02692877
n02088238,n03530642,n04067472
n02123045,n02051845,n12144580
n02747177,n01784675,n02802426
n04462240,n03781244,n03297495
n04067472,n02422699,n03095699
n01797886,n01687978,n02125311
n04131690,n04263257,n02013706
n01955084,n01981276,n02514041
n02093754,n03095699,n03527444
n04553703,n02115913,n02494079
n02909870,n03868863,n07920052
n02111129,n07831146,n02089973
n04209133,n02108915,n04285008
n04118538,n03347037,n04357314
n03908618,n02403003,n02099601
n04483307,n03443371,n03782006
n01664065,n02321529,n02109961
n04286575,n03992509,n02980441
n01773549,n03691459,n03445777
n02123159,n02110185,n02783161
n03255030,n01688243,n03933933
n15075141,n03770439,n02128757
n11879895,n01737021,n02895154
n02397096,n02009912,n04258138
n03617480,n03075370,n02097474
n04033995,n03126707,n03961711
n03443371,n02025239,n02981792
n04065272,n04019541,n07734744
n02123597,n02437312,n02708093
n03929660,n02514041,n03956157
n02480855,n12144580,n01924916
n03032252,n03929855,n04070727
n04152593,n02699494,n02120079
n03255030,n07754684,n03786901
n07754684,n03255030,n04435653
n02110627,n02128757,n02051845
n04008634,n02489166,n03445777
n02108551,n01784675,n02692877
n02013706,n01773549,n04404412
n02389026,n03776460,n03445777
n03494278,n02089973,n02219486
n03075370,n04409515,n03908714
n03942813,n02130308,n04596742
n12144580,n01694178,n03445777
n04153751,n03706229,n04429376
n07714571,n01770393,n02112018
n02105162,n04116512,n02074367
n03388183,n04263257,n06596364
n02834397,n02319095,n02690373
n04204347,n01985128,n01843065
n03710721,n02423022,n09332890
n03764736,n01770393,n02676566
n02098286,n09399592,n04033995
n02110185,n02096177,n04090263
n03841143,n02860847,n06794110
n04523525,n03781244,n02105251
n02988304,n03325584,n07930864
n03935335,n02177972,n03916031
n04127249,n07871810,n03532672
n03476684,n03944341,n02106382
n03786901,n03271574,n04146614
n02939185,n01955084,n04380533
n03803284,n04465501,n02692877
n02009912,n01871265,n04252225
n04147183,n02025239,n04239074
n04285008,n13037406,n02098286
n03197337,n02086646,n03485794
n02002724,n09193705,n04033901
n12267677,n07873807,n03485794
n02226429,n02177972,n01531178
n03733131,n03691459,n01531178
n02104365,n01698640,n04380533
n02013706,n03691459,n02094433
n02006656,n03187595,n02089078
n03223299,n02321529,n02783161
n02793495,n07615774,n02190166
n02808440,n13037406,n04548280
n02168699,n01978287,n02950826
n02776631,n03394916,n06794110
n02487347,n01697457,n02088632
n02443484,n04389033,n02326432
n02536864,n03394916,n04118776
n02086079,n02097658,n02027492
n01930112,n02111129,n04154565
n03903868,n03874599,n07579787
n09835506,n02782093,n01797886
n01496331,n07730033,n03207941
n01984695,n07583066,n12144580
n04591157,n01914609,n03642806
n02971356,n04081281,n02102480
n04552348,n02105162,n03590841
n03355925,n03160309,n07920052
n01818515,n06874185,n04008634
n03642806,n02091032,n04154565
n07584110,n02500267,n09421951
n03967562,n02096294,n03930313
n02113712,n07697537,n07714990
n01560419,n01775062,n02087394
n02056570,n03787032,n02085620
n04542943,n01744401,n02120079
n03773504,n03888605,n01531178
n02930766,n04442312,n01616318
n02486410,n02281787,n03661043
n02974003,n03874599,n02027492
n01806143,n03347037,n02443484
n04505470,n07871810,n03584254
n02102480,n03627232,n03388183
n02102177,n01806567,n07930864
n02814860,n02093754,n02138441
n03444034,n13054560,n02033041
n03062245,n02808304,n03445777
n04081281,n01924916,n02814533
n03529860,n04536866,n02105056
n03761084,n12985857,n02167151
n03617480,n02526121,n04239074
n03884397,n01729977,n01532829
n01494475,n03590841,n02097474
n03134739,n02981792,n02007558
n02133161,n02489166,n04557648
n02441942,n03075370,n15075141
n03042490,n04522168,n04277352
n07875152,n03372029,n04429376
n01828970,n02112018,n04065272
n01665541,n04409515,n03720891
n01855032,n04548362,n03887697
n03047690,n02966193,n04277352
n01855672,n02106382,n04147183
n02939185,n02877765,n03950228
n02037110,n04371430,n01558993
n04597913,n04118538,n04004767
n03662601,n02493793,n04418357
n03920288,n04149813,n03297495
n03796401,n02132136,n02113186
n07920052,n03384352,n02814860
n04330267,n07768694,n01770081
n03065424,n03133878,n02107574
n03017168,n01695060,n04252225
n02110063,n01735189,n03916031
n04486054,n03255030,n07565083
n02494079,n01774384,n02114855
n04266014,n03877472,n03983396
n03888605,n03042490,n03761084
n01756291,n04465501,n02917067
n03733131,n02395406,n03452741
n02090721,n01910747,n04435653
n02233338,n04371774,n03876231
n01833805,n03706229,n02808440
n02363005,n04443257,n04154565
n09246464,n02799071,n03773504
n02165456,n01514668,n03075370
n02834397,n02325366,n04442312
n04613696,n04505470,n03498962
n03457902,n07880968,n04417672
n03417042,n03379051,n03776460
n02097047,n03792972,n02906734
n06785654,n01984695,n03109150
n03721384,n12985857,n02342885
n03291819,n03944341,n02808440
n03788195,n01910747,n02105056
n02100877,n02102480,n02794156
n03404251,n04265275,n04033995
n03770679,n03075370,n02112706
n01537544,n03000247,n02497673
n03874599,n03000134,n12144580
n03876231,n04344873,n03976657
n02137549,n02110185,n03661043
n03764736,n03000684,n03485794
n03584254,n01943899,n04039381
n04591713,n04033995,n02112018
n04049303,n02699494,n02093991
n06794110,n04486054,n02869837
n01829413,n02089867,n04069434
n02130308,n02395406,n03424325
n02488702,n03891251,n03344393
n02109961,n02980441,n02966687
n02672831,n02172182,n04604644
n04443257,n04200800,n02229544
n04476259,n02328150,n02098105
n04392985,n02321529,n03770679
n03384352,n04532670,n02444819
n04423845,n07875152,n07614500
n03920288,n02097130,n03709823
n01491361,n03372029,n04004767
n01944390,n04483307,n03803284
n03804744,n04254680,n03924679
n13040303,n03991062,n02088364
n03424325,n01873310,n01843065
n02788148,n03781244,n02236044
n02676566,n04086273,n06794110
n04311174,n04120489,n03887697
n02264363,n02102040,n02114855
n02094433,n03291819,n02007558
n04429376,n02109047,n03954731
n02105056,n07697537,n02100236
n04152593,n02699494,n03649909
n01883070,n02951585,n02096437
n04461696,n04483307,n01537544
n01768244,n02415577,n15075141
n02167151,n02808440,n03602883
n02109961,n01955084,n02133161
n12057211,n02992211,n02268853
n02676566,n01698640,n07583066
n06359193,n01694178,n02093991
n02167151,n01560419,n15075141
n02396427,n04370456,n03344393
n03877472,n01871265,n02823428
n03843555,n09193705,n03584829
n02231487,n01756291,n02002724
n04532106,n01914609,n07802026
n04553703,n03916031,n02992211
n07579787,n07760859,n03764736
n03920288,n02971356,n04380533
n03544143,n01734418,n03884397
n03467068,n02486261,n09421951
n02317335,n03445924,n15075141
n02056570,n01534433,n02012849
n02091244,n03376595,n04264628
n02097130,n02487347,n03657121
n01981276,n03124043,n02480855
n03016953,n01980166,n03344393
n03249569,n02111889,n03720891
n03977966,n03841143,n02802426
n03196217,n01770393,n02097474
n02444819,n06596364,n02009229
n01514668,n02486261,n02676566
n01843065,n03494278,n01608432
n04273569,n07684084,n01616318
n03775546,n01689811,n01855672
n04376876,n01685808,n03467068
n03633091,n03977966,n03272562
n07875152,n04039381,n04371430
n02102973,n01917289,n09332890
n04505470,n12620546,n03297495
n01824575,n03775071,n03876231
n02963159,n02123159,n03642806
n07753592,n01665541,n02091244
n01608432,n03447721,n02097474
n02791270,n01496331,n03782006
n02169497,n04070727,n03775071
n04579432,n03527444,n02808440
n04065272,n04540053,n03187595
n03485407,n02108915,n02114855
n06794110,n03393912,n02825657
n02415577,n04505470,n02114855
n02487347,n03710637,n02091467
n02992211,n03899768,n02640242
n02090379,n02115913,n02086240
n03630383,n04389033,n04429376
n13040303,n03991062,n02114855
n07716358,n02177972,n02687172
n02815834,n03131574,n02112706
n03902125,n02860847,n02012849
n04335435,n02859443,n07717410
n02091032,n02107142,n04328186
n13052670,n03976467,n02190166
n03873416,n03216828,n01558993
n03838899,n03930313,n07753275
n01496331,n04522168,n04266014
n07932039,n01622779,n02112137
n02441942,n02123597,n02791124
n02480495,n02105641,n04332243
n03617480,n02112137,n04347754
n02965783,n02093754,n02190166
n03930313,n01943899,n02825657
n07684084,n03290653,n03063689
n04099969,n02877765,n04423845
n02317335,n03445924,n04141327
n03874599,n03930630,n07717410
n02786058,n03868863,n01629819
n02089867,n01629819,n01531178
n04548362,n04026417,n02056570
n02134084,n02906734,n03459775
n02281406,n02102973,n04037443
n03492542,n03840681,n04131690
n12144580,n07697313,n03196217
n02483362,n02018795,n02093991
n04259630,n02797295,n02102480
n03240683,n04005630,n04366367
n01631663,n03045698,n03527444
n04372370,n02108551,n02951585
n02268443,n03697007,n03888257
n01828970,n01530575,n07768694
n02356798,n03379051,n04009552
n03666591,n03627232,n01518878
n13133613,n01917289,n01630670
n04317175,n02489166,n02106030
n03240683,n04005630,n04065272
n04264628,n02116738,n02089973
n03887697,n03825788,n04067472
n03803284,n03594734,n02090622
n04265275,n02013706,n04090263
n04235860,n01644373,n04347754
n02111129,n04040759,n02794156
n04209133,n03788195,n04252077
n03590841,n02325366,n02672831
n02676566,n03692522,n01981276
n03218198,n01592084,n04270147
n07718747,n02843684,n02794156
n01742172,n04325704,n02108000
n12768682,n03461385,n03832673
n04442312,n03888605,n03666591
n03110669,n01644373,n03492542
n03478589,n01914609,n01632777
n03866082,n02988304,n03983396
n07720875,n04371430,n02447366
n03792782,n01740131,n04344873
n02100583,n04548362,n03494278
n03207743,n01756291,n02109961
n02497673,n04428191,n02119789
n03417042,n13037406,n06785654
n01797886,n02094258,n02096437
n03018349,n01773549,n03877845
n03692522,n02089867,n09428293
n07930864,n09246464,n03899768
n04347754,n03590841,n04209133
n03777568,n01694178,n02113186
n04204238,n02939185,n07614500
n01910747,n04548362,n04008634
n03355925,n01877812,n03223299
n02980441,n02643566,n04613696
n04367480,n02094114,n03887697
n07718472,n04133789,n04004767
n04553703,n03325584,n01537544
n02107312,n02607072,n04086273
n02006656,n01775062,n03729826
n04264628,n02643566,n03877845
n04442312,n07697537,n02037110
n03891332,n13133613,n02110806
n02892201,n03874599,n04037443
n07715103,n11939491,n04380533
n02110341,n02134084,n04418357
n03721384,n02325366,n02342885
n03496892,n04141076,n03764736
n01698640,n01978287,n09428293
n02281787,n04067472,n04591713
n03272010,n03874599,n02814533
n02106550,n03000684,n03598930
n02130308,n03942813,n02091467
n01872401,n02128757,n04548280
n09421951,n02422699,n03197337
n04067472,n03841143,n04347754
n03838899,n03445924,n02492660
n04336792,n02088238,n04579432
n02835271,n13052670,n01443537
n02107142,n02483362,n02233338
n03187595,n02097047,n02097474
n02123394,n01833805,n04542943
n04125021,n02123597,n07614500
n02776631,n03394916,n02095570
n01616318,n09256479,n03445777
n04335435,n02607072,n02825657
n02107908,n02105412,n03450230
n02877765,n07831146,n02102040
n03127747,n04501370,n03657121
n03670208,n03930313,n02843684
n01514668,n03249569,n03085013
n02011460,n01695060,n02397096
n04482393,n03220513,n02099429
n03124043,n03742115,n01531178
n04548362,n03874293,n02093991
n04325704,n03124043,n01843065
n03208938,n02134084,n04435653
n02098105,n01675722,n07892512
n03899768,n01729977,n02105251
n02423022,n02108551,n03770679
n03476684,n01990800,n04204238
n03838899,n03424325,n01484850
n01914609,n03089624,n01531178
n04554684,n01917289,n04429376
n04081281,n01873310,n02113023
n04562935,n01984695,n02092339
n01641577,n02138441,n02093256
n02115641,n04522168,n02056570
n01632777,n01744401,n04493381
n04004767,n03874293,n03838899
n04442312,n01484850,n04266014
n01530575,n02859443,n07802026
n03443371,n04536866,n09288635
n03617480,n02504458,n02794156
n02134084,n04251144,n07717410
n02113186,n01910747,n01773549
n02321529,n07760859,n03933933
n03903868,n04479046,n02086910
n01518878,n03814639,n03933933
n04522168,n01689811,n01943899
n04065272,n07715103,n02977058
n02110958,n03146219,n09288635
n02169497,n01756291,n02965783
n04487081,n02128757,n02096437
n01622779,n01860187,n04251144
n03127925,n03534580,n15075141
n04355933,n01986214,n03967562
n03961711,n01955084,n03126707
n01924916,n01917289,n03888257
n07749582,n02165105,n02802426
n04200800,n02102973,n02114855
n02443114,n04485082,n01817953
n02086079,n02860847,n04380533
n02326432,n03089624,n02097474
n02071294,n03259280,n02090622
n07590611,n02877765,n02009229
n04591157,n02992529,n02492660
n07747607,n02422699,n03014705
n02788148,n02422106,n02097474
n03868242,n03874293,n02105412
n04008634,n02489166,n01687978
n07579787,n01774384,n02814533
n02483708,n04328186,n02870880
n04263257,n02093859,n02096437
n04476259,n02090721,n03595614
n02790996,n07831146,n03344393
n02277742,n04485082,n03924679
n04326547,n02892767,n02091831
n02109047,n03874599,n02093647
n02814860,n02086910,n02963159
n01622779,n02120505,n03983396
n02509815,n03874599,n07615774
n02123394,n02110341,n03459775
n01748264,n01877812,n03935335
n03018349,n03942813,n03344393
n02097047,n01694178,n04153751
n02916936,n01687978,n02096437
n03602883,n01728920,n04118538
n03710721,n01775062,n04355338
n03837869,n03920288,n04557648
n01797886,n04418357,n04209239
n01797886,n02137549,n02865351
n02487347,n02403003,n04118776
n07716358,n02092002,n02074367
n02727426,n07583066,n04366367
n02281406,n04346328,n02127052
n02391049,n03384352,n01774750
n03888257,n03127747,n01833805
n02233338,n07715103,n02105251
n10565667,n02837789,n01828970
n03792782,n07614500,n02802426
n04376876,n01914609,n03992509
n01798484,n01806567,n02120079
n07753275,n02169497,n07860988
n03623198,n01882714,n02009229
n04037443,n07584110,n02088466
n02123045,n03127747,n02916936
n02090379,n07613480,n02123394
n01534433,n03857828,n03535780
n07836838,n07760859,n02012849
n02114367,n03888605,n04604644
n02088632,n03691459,n02105641
n01753488,n02096051,n03637318
n07590611,n02643566,n03388183
n01990800,n01734418,n03930313
n04067472,n01742172,n03478589
n07932039,n07760859,n03201208
n03814906,n07584110,n09332890
n02091134,n03530642,n03903868
n04579432,n02094258,n02071294
n02088238,n02895154,n02916936
n02071294,n01697457,n02094258
n03345487,n07684084,n02113978
n03804744,n01775062,n03838899
n02264363,n01739381,n03018349
n01798484,n02099849,n07930864
n02437616,n01698640,n04004767
n02110341,n02906734,n02108000
n04330267,n03761084,n03452741
n02128925,n01917289,n09428293
n02106030,n03000134,n02006656
n04200800,n02113624,n02641379
n03179701,n04465501,n07717410
n02085620,n07760859,n02056570
n03196217,n07754684,n02823750
n02701002,n02128925,n02883205
n07768694,n03089624,n03838899
n01944390,n01768244,n01981276
n03873416,n01644373,n03633091
n02114712,n02110185,n02916936
n02091032,n01622779,n02133161
n02190166,n04589890,n02094258
n02487347,n03016953,n04008634
n03837869,n01914609,n02917067
n01872401,n04462240,n02640242
n09229709,n03868242,n02009912
n02102177,n02877765,n03776460
n02095570,n01986214,n03658185
n02006656,n04074963,n03297495
n02107142,n02346627,n01484850
n10565667,n02106662,n04604644
n01773797,n02403003,n02101556
n04044716,n04554684,n02219486
n02804414,n02791124,n02129604
n01910747,n02793495,n04239074
n01753488,n02101388,n03832673
n04350905,n02110185,n02086240
n03658185,n04589890,n02398521
n01484850,n02256656,n02268443
n04067472,n03014705,n02108422
n04026417,n04201297,n04239074
n07932039,n04548362,n04550184
n02011460,n02088466,n02229544
n07613480,n04009552,n02480855
n02226429,n02167151,n04116512
n04557648,n02509815,n02236044
n02115913,n04540053,n07930864
n03627232,n07590611,n04069434
n03125729,n03290653,n02105412
n02111129,n03220513,n02795169
n10565667,n02106662,n06359193
n01514859,n02102177,n03532672
n02085936,n12144580,n03133878
n03908618,n03089624,n02708093
n04118776,n03216828,n03796401
n03633091,n03599486,n03902125
n02110958,n03443371,n02099601
n01751748,n01980166,n09288635
n01689811,n02410509,n02443114
n01753488,n02066245,n01843065
n03794056,n02093256,n02097474
n02095570,n02883205,n04604644
n02277742,n02110185,n02397096
n04328186,n07754684,n03888257
n02114855,n01944390,n07930864
n04428191,n02093428,n02093991
n01729322,n13133613,n04429376
n01950731,n03530642,n04259630
n03781244,n03042490,n03444034
n03485794,n04350905,n03467068
n02799071,n02107908,n02099712
n02504013,n02403003,n03485794
n03944341,n04310018,n03832673
n03888257,n03804744,n03961711
n02966193,n02325366,n02109961
n04044716,n07860988,n02099601
n04591713,n07714571,n02099712
n02869837,n04111531,n01843383
n02093991,n03840681,n07615774
n03271574,n04392985,n02879718
n04548280,n09428293,n02326432
n02699494,n03998194,n01843383
n02730930,n07718472,n07717410
n07716358,n02093754,n02264363
n01675722,n03459775,n15075141
n02281406,n04346328,n02127052
n02325366,n01985128,n02676566
n02123045,n04310018,n03721384
n01751748,n03929855,n04429376
n04409515,n01873310,n03376595
n04525038,n01644900,n03457902
n04447861,n03443371,n03903868
n02018795,n03220513,n01817953
n02423022,n01985128,n04380533
n04270147,n09332890,n09421951
n03903868,n03958227,n03467068
n02113799,n03220513,n03062245
n02101006,n01775062,n04033995
n01729977,n03633091,n04367480
n04435653,n02361337,n04560804
n03733281,n02101388,n03197337
n03991062,n01955084,n01829413
n02802426,n07697313,n03445777
n12144580,n02097298,n02129604
n02111500,n01806567,n02088094
n03240683,n03874599,n03662601
n03724870,n13054560,n02708093
n02727426,n01990800,n03662601
n03000134,n13054560,n03109150
n02009912,n01697457,n03494278
n04367480,n02259212,n01734418
n03710193,n03710721,n02916936
n02493793,n01986214,n04204238
n04285008,n03954731,n02493793
n01494475,n03759954,n07930864
n01484850,n03916031,n04579145
n02169497,n01744401,n02133161
n01631663,n03706229,n04033995
n03476684,n02172182,n04136333
n03590841,n03991062,n04131690
n03100240,n03977966,n02268853
n03998194,n04612504,n04380533
n04442312,n03991062,n07753275
n02948072,n01644900,n04037443
n04380533,n02107142,n03908714
n04372370,n02112350,n02916936
n07836838,n07747607,n03983396
n04536866,n03841143,n04239074
n02093256,n03857828,n03776460
n02641379,n07742313,n10565667
n04201297,n03599486,n01531178
n03697007,n07871810,n09472597
n04209133,n07871810,n01728572
n02483362,n01883070,n02672831
n03876231,n03590841,n02099601
n02690373,n02097658,n02870880
n01910747,n04208210,n03782006
n02500267,n02835271,n02783161
n02133161,n04536866,n02804610
n02666196,n02086910,n01675722
n03478589,n07831146,n01855672
n04423845,n03379051,n04239074
n03180011,n04228054,n02107312
n01687978,n03929855,n02113023
n02132136,n02910353,n04409515
n03866082,n02113624,n01484850
n02018207,n03494278,n02107908
n01818515,n07734744,n13037406
n03590841,n02086079,n02114367
n03584254,n12267677,n02033041
n01978455,n07831146,n03207941
n07831146,n01667114,n04429376
n04285008,n01560419,n03457902
n04367480,n02094114,n04376876
n02009229,n01632777,n03223299
n04523525,n02177972,n02112018
n07615774,n02412080,n02027492
n04264628,n02165105,n02113023
n06874185,n03691459,n02701002
n02398521,n02488702,n02486261
n03706229,n01955084,n04404412
n02951358,n02782093,n01829413
n02860847,n01498041,n12985857
n03384352,n01984695,n03642806
n02085620,n03089624,n02408429
n02114367,n02105412,n09472597
n03272562,n09835506,n03207941
n04039381,n02607072,n02814533
n02096177,n04487394,n01806143
n03000247,n02101388,n02389026
n02480855,n02481823,n02259212
n03873416,n04153751,n04239074
n02981792,n02085782,n04429376
n02493793,n02086910,n04285008
n03018349,n02017213,n07248320
n04264628,n02877765,n01616318
n01980166,n07583066,n04380533
n02437312,n04146614,n01531178
n02112137,n01742172,n02825657
n01819313,n04254120,n03637318
n02114367,n04229816,n02025239
n02006656,n03187595,n01817953
n02823750,n03124170,n02009229
n03692522,n02777292,n01817953
n04311174,n07693725,n01748264
n02174001,n04152593,n02655020
n03459775,n03908618,n01770393
n03947888,n04133789,n04311174
n04069434,n02607072,n07717410
n02483362,n03476991,n04465501
n02134418,n01601694,n02099712
n07873807,n04462240,n03832673
n04418357,n03325584,n03250847
n04125021,n03063599,n03776460
n03857828,n02607072,n03933933
n02514041,n02999410,n03344393
n01806567,n02113624,n02100236
n10565667,n03868863,n03877472
n03938244,n02980441,n02909870
n03814906,n03127747,n03770679
n03991062,n02086079,n02100735
n07745940,n07754684,n04008634
n03207743,n02101388,n02109047
n02690373,n07871810,n01833805
n03733805,n02860847,n04376876
n02028035,n03899768,n02091244
n02091467,n02268853,n04380533
n04229816,n04597913,n02093428
n07760859,n03666591,n02092339
n13044778,n02860847,n03617480
n01990800,n01734418,n03733805
n03920288,n03706229,n04591713
n03630383,n02088466,n09229709
n03692522,n02169497,n02091635
n02104029,n01491361,n02094433
n02793495,n02321529,n01531178
n02092339,n03187595,n04041544
n02231487,n03495258,n04366367
n03218198,n01592084,n02094258
n02488291,n01806567,n01828970
n03272010,n03379051,n02817516
n01775062,n03016953,n03976657
n01797886,n07716906,n04209239
n02814533,n03967562,n04398044
n02012849,n02112706,n03787032
n02165105,n04462240,n03344393
n04125021,n03063599,n03041632
n03710637,n01873310,n03877845
n03649909,n03854065,n02012849
n04090263,n02667093,n02814860
n03649909,n04442312,n03063689
n03876231,n02112350,n02099601
n02927161,n02006656,n02093428
n02112706,n01855032,n02100877
n02088238,n07871810,n01795545
n04133789,n04229816,n02977058
n13040303,n01688243,n03180011
n03935335,n04428191,n03980874
n04590129,n01984695,n03498962
n02099267,n02321529,n12057211
n04344873,n03255030,n03792782
n03126707,n07583066,n04389033
n03743016,n02094433,n02110806
n03146219,n01695060,n02870880
n07717410,n04613696,n02094433
n07590611,n04228054,n01828970
n03042490,n02410509,n02916936
n02437312,n03089624,n02107312
n03958227,n03791053,n01877812
n02085936,n04152593,n04596742
n02110341,n07684084,n03786901
n04579145,n02129604,n03916031
n02098413,n07695742,n03729826
n04371774,n01955084,n02106030
n07716358,n01695060,n03733805
n02105162,n04346328,n02108422
n04049303,n06794110,n03761084
n04487394,n02509815,n04004767
n02727426,n04525038,n02484975
n01984695,n01872401,n03642806
n01806143,n02108551,n03982430
n04118776,n04136333,n01914609
n01773157,n03530642,n03450230
n03018349,n04335435,n04141327
n02119022,n03961711,n02268853
n02804610,n09468604,n07930864
n02108422,n03868242,n03297495
n02112018,n01494475,n04127249
n03935335,n04428191,n04487394
n03461385,n07745940,n03532672
n01873310,n02403003,n01608432
n04482393,n02094433,n01698640
n02105412,n04579145,n02113799
n04317175,n04350905,n04355933
n02088364,n02403003,n04552348
n02108915,n07716906,n03527444
n07831146,n03042490,n02606052
n03743016,n02793495,n02110806
n03786901,n02169497,n02111277
n01877812,n04462240,n03958227
n04442312,n04584207,n07753275
n04532106,n01917289,n01820546
n04229816,n02114367,n02093428
n07583066,n04192698,n02113023
n02102040,n04162706,n04344873
n03841143,n13044778,n02814860
n02321529,n04310018,n03793489
n04192698,n02102177,n02783161
n01943899,n01910747,n04004767
n01806567,n03325584,n03877845
n02134418,n07695742,n02085620
n02457408,n03240683,n02749479
n02086079,n03991062,n02454379
n03127747,n02177972,n03838899
n03775071,n01985128,n03223299
n02966687,n04376876,n02112706
n04252225,n01773797,n02492035
n03956157,n03930630,n02514041
n01667114,n07590611,n02437616
n03992509,n01641577,n04429376
n04229816,n01756291,n02127052
n04548280,n03141823,n04141327
n02951358,n04525305,n02099601
n01632458,n03459775,n03485407
n02808304,n02093754,n04604644
n03658185,n03868863,n02095314
n04041544,n02002556,n04286575
n01984695,n03220513,n02086240
n01440764,n04039381,n02786058
n03857828,n01677366,n04277352
n04049303,n03127925,n15075141
n03014705,n01748264,n02791270
n01692333,n02115913,n07248320
n11939491,n07745940,n02895154
n01770081,n03047690,n04330267
n03832673,n03026506,n04277352
n03977966,n01753488,n02096437
n02105056,n02701002,n04456115
n02027492,n07714571,n03877845
n04366367,n03958227,n02100877
n02950826,n03814906,n04456115
n04613696,n04599235,n03888257
n01531178,n02791124,n03347037
n03602883,n01749939,n04067472
n01484850,n02480855,n03838899
n02259212,n01729322,n03207941
n02389026,n02951358,n02097130
n03393912,n07720875,n02825657
n04019541,n03179701,n04049303
n02112018,n04120489,n01755581
n04346328,n02100735,n02117135
n02804610,n01983481,n01774384
n02834397,n02096177,n03877845
n03661043,n01774384,n02088466
n04398044,n01697457,n02814533
n02089078,n03633091,n03995372
n04509417,n03840681,n04147183
n02981792,n03673027,n15075141
n03868863,n09472597,n02687172
n02100583,n07880968,n03417042
n03895866,n07749582,n02096437
n02486410,n02487347,n03443371
n02489166,n03874599,n03775071
n04141975,n02814533,n01843065
n01806143,n02869837,n03982430
n02869837,n03793489,n03938244
n06794110,n04486054,n03259280
n02105641,n01685808,n06794110
n04264628,n01695060,n15075141
n04141975,n03944341,n02009229
n02086910,n03495258,n02091467
n02051845,n03841143,n01675722
n02112137,n07695742,n04009552
n02089867,n12998815,n01968897
n02776631,n03325584,n03180011
n02869837,n04149813,n03764736
n04347754,n02091134,n02730930
n02906734,n02110341,n04366367
n02091244,n03443371,n02114367
n03032252,n02104365,n15075141
n02101006,n11939491,n03201208
n02190166,n01518878,n04591713
n04090263,n03666591,n02236044
n03400231,n03857828,n02018795
n03000247,n01955084,n07802026
n01685808,n03495258,n03492542
n01773157,n01753488,n02794156
n02860847,n02096585,n01944390
n09399592,n04141076,n01797886
n03717622,n01775062,n03063689
n01978287,n02769748,n01855672
n02129604,n04579145,n02102040
n01775062,n03146219,n03995372
n02869837,n02165105,n03534580
n02422699,n01753488,n02100735
n01843065,n01980166,n02114855
n03496892,n01496331,n04069434
n04399382,n04462240,n03877845
n02391049,n02699494,n02445715
n02138441,n01694178,n07579787
n11879895,n02319095,n04086273
n04266014,n02129604,n02514041
n02119789,n04286575,n15075141
n04275548,n03599486,n09428293
n07747607,n01914609,n03938244
n01984695,n01883070,n02112706
n02264363,n02823428,n03478589
n02410509,n04039381,n01828970
n02087394,n01914609,n03786901
n02879718,n03291819,n03014705
n03733281,n03895866,n03888257
n03443371,n01667114,n03935335
n03594734,n01644373,n01819313
n04065272,n03733131,n02408429
n03729826,n02666196,n02494079
n01924916,n03255030,n03950228
n01558993,n02116738,n02981792
n02606052,n03445777,n01692333
n04554684,n03125729,n01843065
n03000684,n01943899,n04429376
n13133613,n01749939,n01630670
n03733805,n01774384,n04254120
n09835506,n07860988,n02676566
n02281406,n04443257,n03344393
n01616318,n03775071,n03208938
n02090379,n01818515,n02229544
n03793489,n02097047,n04389033
n02979186,n07714571,n03494278
n06359193,n02412080,n01558993
n04136333,n02104029,n04209239
n03781244,n03042490,n03109150
n03877845,n04599235,n02138441
n03529860,n04461696,n01817953
n02105855,n02910353,n03602883
n03924679,n02791124,n03721384
n02099849,n03240683,n02097474
n02877765,n01749939,n01491361
