anchor_cat,positive_cat,negative_cat
n02704792,n04228054,n15075141
n01751748,n01693334,n02089973
n01531178,n03775071,n03776460
n03729826,n02206856,n03124170
n02490219,n07742313,n01582220
n02489166,n01677366,n02814533
n01704323,n04067472,n07930864
n04238763,n03840681,n07615774
n03929855,n03131574,n02085936
n06785654,n02825657,n02114855
n04081281,n04264628,n01616318
n13133613,n04597913,n02128385
n03924679,n02110185,n02113186
n02999410,n01751748,n01806143
n02009912,n03891332,n02917067
n02510455,n02123597,n04487081
n03249569,n03028079,n01843065
n04326547,n07720875,n01770081
n01531178,n03775071,n01756291
n03379051,n04118538,n02091635
n02002556,n03991062,n03782006
n03721384,n04228054,n03933933
n02701002,n02823428,n03876231
n03662601,n03717622,n03590841
n01983481,n04371774,n03649909
n02109525,n02966193,n03733805
n03891332,n03976467,n04118776
n02106662,n02097658,n01667778
n03457902,n04146614,n04591713
n03337140,n03459775,n02129165
n02641379,n02514041,n03032252
n03633091,n01753488,n04487081
n01558993,n03814639,n06596364
n01773549,n03942813,n04552348
n12267677,n02403003,n03838899
n01796340,n01682714,n03075370
n03459775,n03937543,n03187595
n01751748,n04540053,n02120505
n02112350,n02051845,n07930864
n03874599,n03220513,n02326432
n04579145,n03908618,n03868242
n02098286,n07248320,n04090263
n02979186,n04179913,n02484975
n04146614,n03930630,n02783161
n02490219,n02113186,n04008634
n01877812,n02107683,n02687172
n04522168,n02085782,n03838899
n03223299,n02002556,n01797886
n04147183,n03930630,n03991062
n04099969,n02536864,n03297495
n04553703,n01914609,n04270147
n01817953,n04350905,n13037406
n04099969,n03443371,n02097474
n04429376,n04192698,n03954731
n04033995,n03126707,n03814639
n04325704,n01910747,n04074963
n03814906,n02815834,n03447447
n02017213,n03249569,n02443484
n01768244,n01914609,n03388043
n03393912,n04325704,n03197337
n03775071,n01985128,n04317175
n02930766,n01806143,n11879895
n03843555,n07614500,n03598930
n04467665,n02412080,n02397096
n02099849,n02093754,n04355338
n04118538,n02441942,n03764736
n03530642,n03220513,n04476259
n01833805,n02788148,n02129165
n01644900,n01873310,n02795169
n04552348,n02105162,n04392985
n09421951,n03450230,n04270147
n04350905,n04228054,n03775071
n01494475,n01955084,n02097474
n02480495,n03372029,n01537544
n02910353,n02321529,n02087046
n02091134,n03930630,n04317175
n03527444,n04153751,n01734418
n03710193,n03710721,n04429376
n02108422,n04090263,n02033041
n02640242,n01695060,n01860187
n04270147,n03599486,n02113624
n02415577,n03666591,n15075141
n03527444,n02447366,n02437616
n04344873,n04254777,n02085620
n04252077,n03958227,n01630670
n02096294,n03803284,n04532670
n03710721,n02510455,n02480495
n03208938,n02395406,n03355925
n03976657,n01729977,n01774750
n01734418,n04328186,n04604644
n01776313,n03529860,n02825657
n02113186,n02883205,n07717410
n03902125,n02325366,n02730930
n02105855,n02108551,n02236044
n04252225,n02097658,n02095570
n02794156,n09246464,n02444819
n02111129,n10148035,n04118776
n02085936,n02107142,n03956157
n03272562,n02786058,n04008634
n04179913,n01697457,n02096294
n02093859,n03131574,n01796340
n03942813,n02091032,n07248320
n04532670,n04501370,n03481172
n02092002,n03710637,n03794056
n07875152,n03372029,n01833805
n02865351,n02403003,n01531178
n07718747,n02790996,n02190166
n02074367,n01742172,n01990800
n02655020,n02500267,n04347754
n02077923,n02328150,n02013706
n06874185,n02835271,n03950228
n02974003,n13044778,n02526121
n02233338,n02093859,n02124075
n02948072,n01687978,n04004767
n02138441,n02749479,n04004767
n03344393,n02939185,n04606251
n03775546,n01592084,n01682714
n02125311,n04023962,n04604644
n01692333,n02398521,n03450230
n02823428,n07583066,n02114548
n03452741,n03131574,n02666196
n02177972,n03942813,n03594945
n02128385,n04372370,n02361337
n01843383,n04399382,n03877845
n03271574,n02100583,n03272562
n01847000,n02102973,n04090263
n03838899,n01872401,n15075141
n13054560,n03710637,n04286575
n02088632,n03255030,n03133878
n02101388,n03627232,n03388549
n02669723,n01697457,n04141327
n01729977,n02782093,n04243546
n02481823,n03733131,n02096585
n04026417,n01669191,n04118776
n02948072,n02488702,n04008634
n01740131,n03255030,n04435653
n02104365,n03478589,n03492542
n03721384,n02790996,n02112350
n01773157,n01873310,n04326547
n02099429,n04522168,n03014705
n02086240,n02988304,n07802026
n04597913,n04540053,n02457408
n03388183,n02101006,n02037110
n01608432,n02445715,n09428293
n03961711,n01774750,n02483362
n02093256,n04380533,n03529860
n01667114,n03944341,n04033995
n02168699,n02808304,n02091635
n01774750,n01784675,n04486054
n04399382,n01990800,n03729826
n02190166,n02114712,n02791270
n01534433,n02110063,n03884397
n04554684,n03125729,n04515003
n02091635,n03141823,n03126707
n04462240,n03599486,n04136333
n03250847,n02999410,n04423845
n02110806,n03690938,n03775546
n02974003,n01855032,n02788148
n04317175,n03937543,n02127052
n01729322,n03803284,n02963159
n02977058,n02096051,n04127249
n04404412,n02992529,n02264363
n02977058,n03160309,n01797886
n02497673,n03476991,n04344873
n07760859,n02769748,n02018207
n02397096,n01631663,n04557648
n04008634,n03063689,n04550184
n01877812,n01914609,n04008634
n02096585,n02487347,n03938244
n03710721,n03770439,n02088094
n03196217,n03220513,n04147183
n02138441,n02017213,n02129604
n02840245,n07590611,n01797886
n04399382,n02437616,n07873807
n03786901,n01819313,n03787032
n03272562,n02445715,n04552348
n04485082,n03062245,n02397096
n03337140,n03691459,n03947888
n04023962,n03394916,n09428293
n02085782,n02280649,n07802026
n03216828,n03197337,n06596364
n02165105,n04398044,n02951585
n03617480,n01983481,n02917067
n03841143,n04372370,n01843383
n02445715,n02110806,n02098105
n04081281,n04204347,n03297495
n02280649,n04462240,n02101006
n01968897,n07716358,n02124075
n04251144,n02321529,n12985857
n02095314,n04254777,n03776460
n03394916,n01739381,n02229544
n02169497,n03584829,n01847000
n03841143,n02981792,n02009229
n03877472,n02965783,n03063599
n04229816,n02948072,n04505470
n01806567,n02487347,n04069434
n02058221,n02091134,n03950228
n07920052,n03126707,n03602883
n02172182,n02319095,n01860187
n04557648,n02089973,n01768244
n04252077,n03888605,n01981276
n02102973,n03045698,n03670208
n01728572,n02112350,n04254680
n02105162,n01945685,n02099601
n02966687,n03207941,n03642806
n07716358,n01984695,n02098105
n02981792,n04254680,n02454379
n02085620,n02091244,n04209133
n04371430,n04479046,n03929660
n01739381,n03124043,n03657121
n04606251,n02769748,n02097298
n02113186,n03788365,n07892512
n01631663,n02236044,n03450230
n03666591,n02437312,n02493793
n07697313,n03814906,n04141327
n15075141,n07873807,n03482405
n02797295,n02113624,n03670208
n02108422,n02607072,n02423022
n04376876,n03404251,n01537544
n03814639,n02687172,n04476259
n04357314,n03124043,n03544143
n03942813,n03935335,n01847000
n01735189,n04483307,n03018349
n04200800,n04264628,n03197337
n04005630,n04461696,n02027492
n02090721,n04371774,n04026417
n02109047,n01494475,n02085936
n03376595,n03633091,n02114367
n03187595,n02096051,n04456115
n12620546,n01496331,n02095314
n03692522,n02487347,n06794110
n04612504,n02006656,n02120505
n07871810,n03623198,n02443114
n03776460,n04493381,n01739381
n09288635,n02169497,n02787622
n01751748,n02443484,n01514668
n02484975,n02089973,n01558993
n02396427,n03394916,n03452741
n07248320,n06794110,n04286575
n02398521,n03982430,n04141975
n03891332,n03372029,n02097474
n02877765,n02097658,n03670208
n03134739,n07730033,n07930864
n02408429,n03240683,n03929660
n07697537,n02910353,n02091635
n02804610,n01770393,n04367480
n04285008,n03840681,n04008634
n01855672,n03787032,n04418357
n04037443,n04266014,n02606052
n03657121,n03977966,n04332243
n01924916,n01985128,n02783161
n02346627,n10148035,n02396427
n02098105,n02108422,n02114855
n03933933,n07802026,n02454379
n02096294,n02422699,n02979186
n03961711,n01978287,n02114855
n04270147,n04398044,n02988304
n03476991,n04501370,n07718472
n04141076,n01729977,n04008634
n02086079,n03868242,n03424325
n02699494,n01632458,n02094114
n04599235,n02403003,n02114855
n02110806,n03884397,n06794110
n03837869,n01695060,n02091635
n03891251,n12985857,n03617480
n01807496,n01984695,n03733805
n03028079,n01807496,n03954731
n04398044,n04133789,n02666196
n02092339,n04428191,n03838899
n02788148,n01498041,n03947888
n03584254,n03777754,n02437312
n02835271,n02398521,n03935335
n06874185,n01784675,n02088364
n09229709,n03124043,n02268443
n02113023,n02108915,n04367480
n01688243,n02999410,n09428293
n03530642,n13037406,n04487081
n03666591,n07693725,n02114855
n04086273,n02395406,n03877472
n04447861,n10148035,n02814533
n02497673,n04399382,n03720891
n02134084,n04251144,n07753275
n02130308,n04485082,n02791124
n02883205,n02095570,n01774750
n03729826,n02206856,n03770679
n03876231,n02808304,n04258138
n03777568,n04310018,n03786901
n07734744,n03840681,n04548280
n01774384,n03379051,n03344393
n03478589,n02104365,n02268853
n15075141,n07871810,n01734418
n02123597,n02776631,n12144580
n02494079,n01669191,n04557648
n03207941,n01950731,n09835506
n02112350,n03676483,n03777568
n02325366,n02398521,n15075141
n02869837,n03026506,n03529860
n02769748,n02011460,n02113186
n09193705,n03461385,n02917067
n02797295,n04517823,n02120079
n02056570,n03498962,n03670208
n02894605,n03781244,n01847000
n07873807,n01945685,n02137549
n07745940,n04070727,n04487081
n04133789,n04039381,n04037443
n04332243,n03814906,n01774384
n01622779,n13044778,n02788148
n04023962,n01944390,n02326432
n07760859,n02093859,n02342885
n03899768,n03584254,n03661043
n03786901,n02002724,n01855672
n02415577,n02101006,n09428293
n02640242,n04536866,n04483307
n07697313,n02006656,n02342885
n02730930,n04532106,n03095699
n01491361,n03770439,n02676566
n03637318,n03868863,n01770081
n02791124,n01496331,n02492660
n03843555,n03895866,n02088094
n01685808,n12998815,n07718472
n02104029,n02090379,n02708093
n03290653,n03769881,n01582220
n02667093,n02480855,n02892201
n04347754,n03216828,n01768244
n02120505,n02865351,n04589890
n02510455,n03124170,n04069434
n03110669,n02666196,n04435653
n02442845,n04542943,n03297495
n03888605,n02125311,n01828970
n02091134,n02100236,n02114855
n01914609,n04372370,n02106382
n07615774,n01667114,n03991062
n02607072,n01518878,n03877845
n04532106,n03691459,n04004767
n03710193,n02443484,n02101556
n02104365,n03599486,n01797886
n03691459,n04228054,n02492660
n02346627,n04254777,n02229544
n02787622,n04485082,n09288635
n07717556,n03394916,n03733805
n04258138,n04532670,n01798484
n03933933,n01484850,n03733281
n02099429,n03876231,n03485407
n07693725,n02877765,n01855672
n04204347,n01737021,n02097209
n03938244,n01873310,n04389033
n02077923,n04392985,n03729826
n01843383,n04200800,n15075141
n04023962,n03649909,n01582220
n15075141,n02018795,n01968897
n03042490,n02804414,n03065424
n02172182,n01498041,n01531178
n03529860,n04536866,n02100877
n02783161,n04065272,n03877845
n03935335,n03126707,n02096585
n02074367,n02134418,n02883205
n01770081,n03207941,n07714571
n01608432,n02445715,n03786901
n02108089,n04501370,n07930864
n01582220,n04487394,n02033041
n03956157,n07802026,n04380533
n03216828,n02808440,n01818515
n02802426,n04557648,n15075141
n01807496,n03124170,n02117135
n03991062,n01955084,n12057211
n02797295,n04501370,n02870880
n03958227,n03617480,n02488702
n02117135,n02102177,n04335435
n03450230,n03026506,n03457902
n03599486,n02104365,n04286575
n02669723,n04462240,n02012849
n02488291,n02325366,n04118776
n03866082,n02395406,n03393912
n09399592,n03874599,n02105056
n02066245,n02835271,n02100735
n02799071,n01873310,n04476259
n02692877,n02099267,n02167151
n02747177,n02514041,n02481823
n02782093,n03627232,n04355933
n02106382,n01883070,n03770679
n02102480,n01883070,n02971356
n02396427,n02788148,n03770679
n03595614,n02169497,n02494079
n02687172,n01751748,n01855672
n04086273,n02782093,n04263257
n03961711,n03908618,n02009229
n04238763,n02321529,n01739381
n02088094,n02871525,n03532672
n04485082,n01677366,n01855672
n12985857,n02488702,n03877845
n03495258,n02395406,n06794110
n03482405,n04579145,n02606052
n09256479,n03179701,n04592741
n02167151,n02089867,n15075141
n02111277,n02134418,n03272562
n02123159,n03874599,n02825657
n02096437,n07720875,n03216828
n04584207,n02093754,n02999410
n02690373,n01729977,n02814533
n02916936,n04517823,n09332890
n01883070,n02102480,n02119789
n03425413,n02980441,n04204347
n02395406,n02077923,n01558993
n07565083,n04404412,n04277352
n01697457,n03544143,n04008634
n07613480,n04009552,n04371430
n01751748,n02391049,n02097474
n02939185,n07248320,n02109961
n04131690,n02123597,n04366367
n07714990,n03000247,n02129165
n01820546,n02264363,n13044778
n03649909,n04409515,n03761084
n04008634,n04273569,n03492542
n02114712,n01644900,n04435653
n03250847,n03787032,n04356056
n03538406,n03131574,n04033995
n02892201,n03089624,n02825657
n01530575,n02916936,n03109150
n02100236,n04209133,n02808440
n02951585,n03680355,n04552348
n04389033,n03658185,n02206856
n04033901,n03134739,n04090263
n02687172,n02730930,n02865351
n02123597,n04125021,n02106382
n07831146,n02226429,n04162706
n02165105,n04074963,n01531178
n01739381,n02113624,n03770679
n02444819,n02129604,n02808440
n02397096,n03759954,n02361337
n03125729,n03127747,n07871810
n02094433,n03743016,n04485082
n03444034,n07695742,n02094258
n01820546,n03584254,n07871810
n02892767,n03944341,n04548280
n02112137,n02264363,n03223299
n02093647,n12768682,n03481172
n03742115,n01910747,n02883205
n01773797,n02403003,n04417672
n01534433,n02981792,n07802026
n02277742,n02328150,n03983396
n03776460,n03947888,n03724870
n04258138,n03417042,n02027492
n03803284,n03841143,n04380533
n02727426,n04525038,n01943899
n02111129,n01729977,n03529860
n03259280,n01984695,n02167151
n02445715,n01955084,n03786901
n03018349,n02514041,n02120505
n02692877,n01694178,n04041544
n04229816,n03874599,n04311004
n07930864,n07742313,n03452741
n02128757,n07697537,n03271574
n07717556,n01984695,n02105056
n03874293,n03868242,n02494079
n07875152,n12768682,n04037443
n03095699,n01984695,n02817516
n07715103,n02441942,n04380533
n02107908,n03891332,n02002556
n02120079,n01694178,n07753275
n03483316,n04423845,n02100735
n03196217,n04399382,n04008634
n03944341,n12057211,n01537544
n02236044,n02799071,n02107574
n01616318,n02480495,n02105251
n01748264,n01981276,n04033995
n02840245,n04131690,n03218198
n03777568,n01742172,n02361337
n02120505,n01796340,n04067472
n03792782,n02101006,n02102318
n03197337,n04517823,n04147183
n03868242,n03594734,n02708093
n04086273,n04040759,n03877472
n03794056,n07734744,n03930313
n04192698,n02422699,n02489166
n02236044,n02107908,n02086240
n04584207,n01496331,n03602883
n07760859,n03995372,n02009229
n03623198,n03220513,n03733805
n02865351,n03884397,n01601694
n03095699,n07875152,n01531178
n03476991,n02017213,n04263257
n02504458,n07697537,n03481172
n03691459,n03794056,n04136333
n01843383,n03590841,n03871628
n04311004,n01560419,n02457408
n03874599,n03124043,n04487081
n03590841,n02105505,n02009912
n06359193,n02356798,n02094258
n02114855,n02486410,n02927161
n04389033,n03459775,n02090622
n03825788,n02504013,n01667778
n03255030,n01689811,n03776460
n03063599,n03075370,n02114548
n04179913,n01697457,n02364673
n07873807,n04517823,n02444819
n03481172,n01986214,n02106382
n12985857,n02488702,n02860847
n04254777,n01669191,n07930864
n01818515,n03459775,n04252225
n04371774,n03837869,n06794110
n13040303,n01677366,n03733805
n03187595,n02006656,n04065272
n02091831,n01729977,n03208938
n03837869,n02317335,n02389026
n04562935,n02879718,n02092339
n03950228,n02071294,n06874185
n02988304,n03691459,n02699494
n02777292,n03047690,n01558993
n03599486,n02808304,n02097047
n04254120,n03874599,n01806143
n02066245,n03866082,n02950826
n02747177,n03666591,n04037443
n04275548,n01914609,n02098105
n03649909,n03781244,n04118776
n03658185,n02877765,n02090622
n07711569,n03691459,n12985857
n02396427,n01641577,n03444034
n04005630,n02092002,n02229544
n07920052,n03271574,n03903868
n02011460,n02488291,n02794156
n03938244,n02607072,n02099267
n02091635,n03188531,n04118538
n01774384,n01945685,n02457408
n03691459,n04228054,n04332243
n02480495,n09256479,n04417672
n04487081,n02843684,n03786901
n04065272,n02177972,n02097047
n02028035,n02108089,n01797886
n03814906,n01984695,n02119789
n02138441,n02966193,n02895154
n03868242,n02808440,n02708093
n04357314,n03825788,n03355925
n03197337,n01945685,n03146219
n04356056,n02089867,n04141327
n02100735,n04040759,n04325704
n04517823,n02090721,n03761084
n03376595,n01774750,n01986214
n03126707,n01984695,n02747177
n02951358,n03146219,n03032252
n09229709,n07932039,n02113978
n02110806,n04371774,n01558993
n07718747,n01917289,n02509815
n03876231,n02835271,n02480495
n04350905,n04372370,n02097474
n04009552,n01697457,n04004767
n01728572,n02865351,n03792972
n04131690,n02437312,n02013706
n03933933,n04447861,n04409515
n04560804,n02088632,n03661043
n06596364,n02129604,n03947888
n07860988,n04228054,n04277352
n03709823,n02526121,n02909870
n02280649,n07730033,n02113023
n06785654,n03124170,n02129165
n04019541,n03938244,n02102973
n03763968,n03127747,n02091635
n02326432,n01530575,n07695742
n04009552,n11939491,n04004767
n02093428,n03337140,n03947888
n04392985,n02669723,n01817953
n02483362,n02410509,n03982430
n01688243,n01729977,n04550184
n02837789,n02106662,n04604644
n03529860,n01641577,n02111129
n07760859,n02837789,n04004767
n02415577,n02101388,n01855672
n03995372,n04597913,n04254680
n06874185,n02865351,n02097298
n01665541,n01675722,n03877845
n03532672,n02110806,n02106382
n07802026,n01728920,n01820546
n01751748,n01693334,n03197337
n02106662,n02490219,n02229544
n02231487,n02165105,n04243546
n07718472,n02815834,n03764736
n02018207,n02114712,n03958227
n03478589,n04336792,n03297495
n02493793,n02510455,n07718472
n02119022,n04039381,n12144580
n02091467,n02536864,n04311174
n07875152,n04200800,n02091032
n04590129,n03908618,n02123394
n03447447,n02105641,n03832673
n01806143,n02006656,n04162706
n03782006,n04487394,n03992509
n02128757,n03290653,n07745940
n01630670,n04579145,n01537544
n04604644,n03804744,n02089078
n02074367,n02134418,n06874185
n01914609,n02097658,n01632458
n02701002,n04589890,n02113799
n03958227,n03134739,n02747177
n03724870,n03633091,n02444819
n02992211,n04501370,n02190166
n02097209,n01694178,n01558993
n03954731,n02325366,n01629819
n03992509,n02108915,n02106550
n01632458,n03710193,n04141975
n01983481,n02085782,n02027492
n02794156,n09246464,n01797886
n03871628,n02457408,n01608432
n02097658,n01665541,n02870880
n13054560,n01687978,n03942813
n03709823,n02279972,n03956157
n02090379,n02607072,n03782006
n01693334,n02730930,n04442312
n02120079,n10565667,n01828970
n02219486,n04606251,n04584207
n04252077,n04548362,n02058221
n04372370,n02894605,n03877845
n03710721,n01695060,n04429376
n03649909,n04208210,n03207941
n03187595,n02797295,n04404412
n04398044,n01807496,n01843383
n01729322,n02966193,n02493509
n04023962,n07730033,n02814533
n01860187,n02749479,n03272562
n03942813,n03884397,n04277352
n03325584,n03394916,n04597913
n07711569,n03124043,n04008634
n04332243,n03970156,n02480495
n03908618,n01873310,n02493793
n02794156,n03127747,n07684084
n02504013,n02104365,n03938244
n02504458,n01443537,n07873807
n02504013,n04584207,n04423845
n03924679,n03908618,n04479046
n03126707,n02281787,n03461385
n01824575,n04040759,n02033041
n02097130,n01980166,n04435653
n02011460,n07747607,n03642806
n01498041,n01873310,n01847000
n04049303,n07880968,n01675722
n04461696,n04141076,n04548280
n04325704,n04525038,n04584207
n03188531,n03045698,n03444034
n09246464,n03355925,n02086240
n02966193,n03666591,n03970156
n01532829,n02281406,n01558993
n02130308,n02497673,n02091467
n03355925,n03873416,n02114855
n01665541,n02007558,n02676566
n03623198,n02500267,n03764736
n01773157,n03633091,n02129165
n04505470,n02930766,n01990800
n02011460,n01734418,n02138441
n01641577,n04335435,n04069434
n03017168,n03384352,n02190166
n03347037,n04273569,n03240683
n02097658,n01665541,n04258138
n03146219,n03026506,n02092002
n02108089,n03991062,n02229544
n03447721,n02236044,n03445777
n02086079,n07717556,n04335435
n02504013,n02415577,n03388549
n02514041,n03188531,n04326547
n04270147,n04398044,n04266014
n01498041,n02445715,n02950826
n02091244,n04458633,n03494278
n04141327,n03769881,n01817953
n01692333,n03089624,n02106550
n02009229,n03804744,n03742115
n01872401,n04149813,n01843065
n02782093,n03633091,n04277352
n02091831,n03492542,n04523525
n07718472,n03459775,n04554684
n03384352,n04517823,n03956157
n03379051,n02086646,n02708093
n02510455,n03770439,n03216828
n01924916,n03394916,n04443257
n03187595,n04192698,n02066245
n04252077,n04501370,n04277352
n03724870,n01669191,n03877845
n06596364,n02129604,n02667093
n07892512,n04596742,n01484850
n02906734,n03599486,n03134739
n02009229,n02009912,n02086240
n01773549,n01704323,n04141327
n02096294,n02892767,n04065272
n03032252,n04192698,n02640242
n03697007,n04367480,n01685808
n04090263,n04392985,n02504013
n02097047,n03793489,n03249569
n01980166,n02110185,n02096437
n02099712,n02869837,n04258138
n02099267,n02115913,n02883205
n03657121,n09835506,n03461385
n04483307,n13037406,n02114855
n03710193,n01740131,n01828970
n03478589,n04346328,n02106030
n02497673,n01694178,n03141823
n02102480,n02906734,n02481823
n03888257,n01688243,n04004767
n03743016,n07742313,n02268853
n03272010,n04515003,n03532672
n12267677,n01770393,n09332890
n03775546,n02536864,n03733805
n07802026,n01796340,n02514041
n01944390,n03042490,n03344393
n03028079,n02410509,n01675722
n02128757,n02643566,n04252225
n02877765,n03658185,n03347037
n02123045,n02107574,n02672831
n04482393,n03544143,n02099429
n03495258,n03874599,n03877845
n02939185,n03908714,n02107908
n04081281,n04428191,n01847000
n02100735,n02093647,n04041544
n03841143,n04254777,n02033041
n03443371,n01945685,n02802426
n04370456,n04228054,n04049303
n02007558,n02226429,n02120505
n02107908,n02112137,n01860187
n02108089,n02317335,n03781244
n07742313,n01985128,n03776460
n02011460,n02088466,n07930864
n04599235,n02129604,n02749479
n03793489,n02206856,n04562935
n01773549,n01774384,n03452741
n01986214,n04263257,n04111531
n03933933,n04065272,n01843065
n01983481,n13054560,n03709823
n02965783,n01914609,n02963159
n02690373,n04310018,n03063599
n02444819,n03134739,n12144580
n02481823,n07697537,n02096585
n04026417,n02088238,n04033995
n01443537,n03658185,n03877845
n02963159,n02979186,n09428293
n02514041,n04482393,n01843065
n02980441,n02883205,n01855672
n02105641,n02489166,n04515003
n01632458,n04485082,n02640242
n02280649,n02981792,n02091635
n04355933,n03179701,n03014705
n04039381,n02948072,n02444819
n10565667,n02025239,n01828970
n03976467,n03891332,n02106382
n02071294,n01608432,n01537544
n03146219,n03404251,n12144580
n02033041,n03255030,n03444034
n03063599,n01534433,n02795169
n07714990,n02071294,n03876231
n02422699,n04350905,n02444819
n02802426,n02134418,n03720891
n02667093,n01855032,n03602883
n02115641,n03788365,n03344393
n03676483,n02106662,n01795545
n04548280,n02948072,n02859443
n01440764,n04208210,n03662601
n02457408,n01924916,n03388183
n01632777,n02018795,n03770679
n02102480,n02107574,n01882714
n02841315,n01518878,n04004767
n03884397,n01498041,n01632458
n03447721,n02799071,n07695742
n03599486,n01698640,n03877845
n02423022,n02492660,n01855672
n02018207,n03743016,n02666196
n04311174,n04099969,n02098105
n04310018,n07831146,n04008634
n03297495,n02115913,n01843065
n13044778,n02865351,n02825657
n03314780,n02769748,n03776460
n02391049,n07753113,n02281787
n02058221,n03220513,n03095699
n02917067,n02791124,n03657121
n02114855,n02443114,n07716906
n04311004,n12267677,n03109150
n03710721,n03045698,n04141327
n03742115,n02804414,n04277352
n02509815,n03868242,n04552348
n03770679,n04081281,n02085936
n03877472,n02086240,n09332890
n02415577,n02504013,n02033041
n02093859,n02233338,n02606052
n04409515,n04597913,n04239074
n04476259,n07716358,n02492035
n02096585,n02110806,n04263257
n02097130,n04192698,n12144580
n02096051,n13040303,n02120079
n04355933,n03888605,n04067472
n02317335,n02948072,n01797886
n01728920,n04152593,n03838899
n02096051,n03590841,n04141975
n02804610,n03899768,n04347754
n04552348,n02009912,n03902125
n02101388,n03188531,n03445777
n04208210,n01855032,n04004767
n01582220,n04487394,n02490219
n03290653,n03372029,n01755581
n02676566,n03942813,n07720875
n02106550,n02123159,n03956157
n02037110,n03425413,n03271574
n03047690,n03692522,n01531178
n01631663,n04251144,n03887697
n04120489,n03873416,n02091635
n01775062,n02869837,n02114367
n01592084,n07754684,n03670208
n02364673,n03124170,n02950826
n02114367,n04462240,n02326432
n01860187,n01698640,n04456115
n03837869,n03633091,n02190166
n04141076,n13037406,n09468604
n02090622,n02782093,n03530642
n02110185,n01773797,n07753275
n01560419,n01945685,n01514668
n02114855,n07714990,n01558993
n02489166,n07684084,n04442312
n02877765,n02437312,n02397096
n03658185,n03530642,n03995372
n03598930,n07695742,n04336792
n02730930,n02493509,n04252225
n04251144,n04532106,n03902125
n02037110,n04462240,n03877845
n04350905,n03982430,n07930864
n04553703,n03691459,n02840245
n02231487,n03379051,n03877845
n03404251,n04376876,n02168699
n03908714,n03787032,n03347037
n02493793,n07583066,n04086273
n03445924,n02093754,n01806143
n04462240,n03710637,n01843065
n04591713,n06596364,n07579787
n03000247,n02090379,n02486261
n04040759,n04590129,n02883205
n03498962,n13040303,n04259630
n03388043,n04162706,n02504013
n01819313,n03045698,n04429376
n02102177,n04200800,n04552348
n07718472,n03388043,n03216828
n03773504,n03240683,n02110806
n02871525,n04005630,n02092339
n03032252,n02808440,n01776313
n03494278,n02089973,n01734418
n07718747,n02321529,n03207941
n03759954,n01855032,n02093647
n02484975,n02085936,n01820546
n03290653,n02793495,n02457408
n03014705,n02486410,n03769881
n02128925,n03692522,n04037443
n04389033,n03000684,n04125021
n04428191,n03337140,n02276258
n02114712,n02105855,n04065272
n03673027,n07590611,n07930864
n04398044,n04133789,n02676566
n02795169,n04596742,n02930766
n02013706,n03954731,n03891251
n02174001,n07717410,n03216828
n02264363,n03786901,n07753113
n11939491,n03042490,n03658185
n03876231,n04344873,n02093428
n02494079,n03461385,n04179913
n04330267,n02403003,n02883205
n01950731,n02966193,n02119789
n02966193,n03000684,n04141327
n09332890,n03967562,n02492035
n02105056,n02108551,n01531178
n02112018,n02096051,n02229544
n03935335,n02692877,n02119022
n01981276,n04192698,n02870880
n07871810,n04099969,n04347754
n03887697,n02504013,n09428293
n04486054,n04458633,n03594734
n02177972,n09256479,n03457902
n02066245,n02492035,n09288635
n10148035,n01753488,n04252225
n02097047,n01968897,n04330267
n02963159,n02607072,n03792782
n02094114,n02910353,n04328186
n04208210,n03794056,n04487081
n01560419,n01978287,n04467665
n03197337,n03803284,n02093428
n03461385,n01689811,n04067472
n04238763,n03804744,n02120079
n02749479,n04501370,n02119789
n02397096,n02445715,n02086910
n02808440,n03840681,n02009912
n04548280,n04458633,n03393912
n04553703,n02105505,n04033995
n03297495,n13133613,n07930864
n03793489,n03584829,n07753275
n04086273,n02971356,n02493793
n02114855,n02128385,n01820546
n02447366,n03710637,n07718747
n04501370,n02510455,n02494079
n03782006,n03673027,n03938244
n01930112,n02114367,n03782006
n02105162,n02445715,n03450230
n02791270,n02948072,n03337140
n02423022,n13037406,n03838899
n04141975,n04065272,n04435653
n01622779,n01945685,n03661043
n02412080,n02110185,n15075141
n03902125,n02138441,n04251144
n07579787,n01943899,n02134418
n03721384,n03271574,n01817953
n02108000,n01740131,n03983396
n01443537,n02457408,n04258138
n04332243,n02917067,n02480855
n04487394,n02965783,n04347754
n02974003,n01978455,n02092339
n02776631,n03814906,n03733281
n04285008,n03000684,n02114548
n01496331,n02536864,n03733805
n03196217,n03908618,n02268853
n07880968,n03124043,n02120505
n01530575,n03447721,n02807133
n02979186,n03840681,n02666196
n02086910,n07742313,n03903868
n04398044,n01873310,n01828970
n02114548,n02281787,n15075141
n02172182,n01819313,n09332890
n01667778,n03594945,n11879895
n02398521,n04532106,n01755581
n03764736,n02087046,n07590611
n03355925,n01984695,n03884397
n04263257,n01737021,n02114712
n04033995,n01986214,n01775062
n07747607,n07836838,n01601694
n04562935,n12768682,n02092339
n02165105,n07749582,n02097474
n02892767,n04325704,n04548280
n02123597,n02669723,n02795169
n02129604,n03874599,n04429376
n02843684,n02113978,n03532672
n07831146,n02106550,n02096437
n04090263,n01697457,n02086079
n07697537,n07693725,n02692877
n02033041,n01534433,n02134084
n02017213,n02484975,n02098286
n01847000,n03908714,n02120505
